row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Chi phí bán hàng liên quan đến các căn hộ chưa bàn giao,Ngắn hạn: > Chi phí bán hàng liên quan đến các căn hộ chưa bàn giao,Chi phí bán hàng liên quan đến các căn hộ chưa bàn giao,2.752.756.498.957,1.718.749.696.667,2752756498957.0,1718749696667.0
Trả trước lợi nhuận cam kết theo hợp đồng hợp tác kinh doanh và chương trình quản lý biệt thư và căn hộ khách sạn,Ngắn hạn: > Trả trước lợi nhuận cam kết theo hợp đồng hợp tác kinh doanh và chương trình quản lý biệt thư và căn hộ khách sạn,Trả trước lợi nhuận cam kết theo hợp đồng hợp tác kinh doanh và chương trình quản lý biệt thư và căn hộ khách sạn,1.103.598.553.390,639.882.103.856,1103598553390.0,639882103856.0
Chi phí thuế thu nhập doanh nghiệp tạm tính,Ngắn hạn: > Chi phí thuế thu nhập doanh nghiệp tạm tính,Chi phí thuế thu nhập doanh nghiệp tạm tính,558.615.647.813,498.649.303.769,558615647813.0,498649303769.0
"Chi phí công cụ, dụng cụ","Ngắn hạn: > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",182.978.501.038,100.963.377.103,182978501038.0,100963377103.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn: > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,160.794.920.957,164.780.231.761,160794920957.0,164780231761.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,4.758.744.122.155,3.123.024.713.156,4758744122155.0,3123024713156.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Chi phí thuê đất trả trước,Dài hạn: > Chi phí thuê đất trả trước,Chi phí thuê đất trả trước,1.252.345.408.910,852.344.458.259,1252345408910.0,852344458259.0
"Chi phí công cụ, dụng cụ","Dài hạn: > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",1.185.836.974.586,1.137.285.673.676,1185836974586.0,1137285673676.0
Chi phí trước hoạt động,Dài hạn: > Chi phí trước hoạt động,Chi phí trước hoạt động,391.898.594.170,38.374.812.090,391898594170.0,38374812090.0
Chi phí trả trước dài hạn khác,Dài hạn: > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,231.869.099.246,224.706.789.135,231869099246.0,224706789135.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,3.061.950.076.912,2.252.711.733.160,3061950076912.0,2252711733160.0
