row_label_raw,row_label_full,Các giao dịch không bằng tiền ảnh hưởng trọng yếu đến báo cáo lưu chuyển tiền tệ trong tương lai:Vay chuyển đổi và trái phiếu chuyển đổi được chuyển thành vốn chủ sở hữu (Thuyết minh số 28.1)Chi trả cổ tức bằng cổ phiếu(Thuyết minh số 28.1)Tăng vốn cổ phần từ nguồn thẳng dư vốn(Thuyết minh số 28.1)Cán trừ công nợ giữa hoạt động kinh doanh và hoạt động đầu tưCán trừ công nợ giữa hoạt động đầu tư và hoạt động tài chính > Mã số 02. Khấu hao tài sản cổ định hữu hình và bất động sản đầu tư và hao mòn tài sản cổ định vô hình (bao gồm phân bổ lợi thế thương mại)Khấu hao và hao mònPhân bổ lợi thế thương mại (Thuyết minh số 20)Lãi từ giao dịch mua rè,Năm nay > 451.256.814.009 > 3.084.370.558.027901.062.709.512-,Đơn vị tính: VNDNăm trước(Trình bày lại) > 2.202.521.952.5382.133.799.410.0004.844.731.620.000263.140.083.9921.124.000.000.000 > 2.281.457.070.1291.030.100.773.433-,numeric__Năm nay > 451.256.814.009 > 3.084.370.558.027901.062.709.512-,numeric__Đơn vị tính: VNDNăm trước(Trình bày lại) > 2.202.521.952.5382.133.799.410.0004.844.731.620.000263.140.083.9921.124.000.000.000 > 2.281.457.070.1291.030.100.773.433-
Tổng cộng,Tổng cộng,Tổng cộng,3.985.433.267.539,3.311.557.843.562,3985433267539.0,3311557843562.0
Mã số 05. Lãi từ hoạt động đầu tưLỗ thuần từ thanh lý tài sản cổ định(Thuyết minh số 33)Lãi từ thanh lý các khoản đầu tư vào cổ phiếu của các đơn vị khácPhần lãi từ công ty liên kết(Thuyết minh số 19.1.1)Thu nhập lãi vay và cổ tức(Thuyết minh số 29.3),Mã số 05. Lãi từ hoạt động đầu tưLỗ thuần từ thanh lý tài sản cổ định(Thuyết minh số 33)Lãi từ thanh lý các khoản đầu tư vào cổ phiếu của các đơn vị khácPhần lãi từ công ty liên kết(Thuyết minh số 19.1.1)Thu nhập lãi vay và cổ tức(Thuyết minh số 29.3),Mã số 05. Lãi từ hoạt động đầu tưLỗ thuần từ thanh lý tài sản cổ định(Thuyết minh số 33)Lãi từ thanh lý các khoản đầu tư vào cổ phiếu của các đơn vị khácPhần lãi từ công ty liên kết(Thuyết minh số 19.1.1)Thu nhập lãi vay và cổ tức(Thuyết minh số 29.3),303.177.855.823(162.471.127.537)(44.400.927.597)(1.111.561.160.495),213.114.146.077(4.951.445.709.388)(19.823.588.740)(1.208.877.911.369),,
Tổng cộng,Mã số 05. Lãi từ hoạt động đầu tưLỗ thuần từ thanh lý tài sản cổ định(Thuyết minh số 33)Lãi từ thanh lý các khoản đầu tư vào cổ phiếu của các đơn vị khácPhần lãi từ công ty liên kết(Thuyết minh số 19.1.1)Thu nhập lãi vay và cổ tức(Thuyết minh số 29.3) > Tổng cộng,Tổng cộng,(1.015.255.359.806),(5.967.033.063.420),-1015255359806.0,-5967033063420.0
