row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),40,9.114.281.478.576,6.737.836.230.994,,40.0,9114281478576.0,6737836230994.0
02,02,02,Lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),40,3.985.433.267.539,3.311.557.843.562,,40.0,3985433267539.0,3311557843562.0
03,03,03,Các khoản dự phòng Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,40,689.528.177.247,141.826.931.929,,40.0,689528177247.0,141826931929.0
04,04,04,Các khoản dự phòng Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,40,50.260.047.814,(64.931.257.744),,40.0,50260047814.0,-64931257744.0
05,05,05,Lãi từ hoạt động đầu tư,40,(1.015.255.359.806),(5.967.033.063.420),,40.0,-1015255359806.0,-5967033063420.0
06,06,06,Chi phí lãi vay,31,3.401.633.686.717,4.308.066.793.490,,31.0,3401633686717.0,4308066793490.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,16.225.881.298.087,8.467.323.478.811,,,16225881298087.0,8467323478811.0
09,09,09,Tăng các khoản phải thu,,(6.730.252.290.761),(335.155.028.311),,,-6730252290761.0,-335155028311.0
10,10,10,Tăng hàng tồn kho,,(1.227.813.074.755),(13.486.963.673.195),,,-1227813074755.0,-13486963673195.0
11,11,11,"Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,18.034.651.110.034,18.604.163.811.522,,,18034651110034.0,18604163811522.0
12,12,12,Tăng chi phí trả trước,,(2.563.290.205.702),(2.720.086.885.910),,,-2563290205702.0,-2720086885910.0
14,14,14,Tiền lãi vay đã trả,,(3.062.709.959.110),(3.736.500.947.012),,,-3062709959110.0,-3736500947012.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,22,(3.890.618.182.474),(2.294.234.119.932),,22.0,-3890618182474.0,-2294234119932.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,16.785.848.695.319,4.498.546.635.973,,,16785848695319.0,4498546635973.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(19.222.683.562.506),(14.301.529.343.969),,,-19222683562506.0,-14301529343969.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,(55.811.033.805),66.786.752.382,,,-55811033805.0,66786752382.0
23,23,23,"Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",40,(13.120.643.139.535),(3.432.087.468.527),,40.0,-13120643139535.0,-3432087468527.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",40,5.871.047.533.029,22.880.893.204.796,,40.0,5871047533029.0,22880893204796.0
25,25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),40,(15.153.204.450.348),(22.459.345.068.846),,40.0,-15153204450348.0,-22459345068846.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý năm giữ),40,13.991.102.708.588,15.306.966.443.347,,40.0,13991102708588.0,15306966443347.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,1.173.726.980.704,1.107.787.615.493,,,1173726980704.0,1107787615493.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(26.516.464.963.873),(830.527.865.324),,,-26516464963873.0,-830527865324.0
