row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty Cổ phần Giống vật nuôi Hà Nội,"37,63","22,52","Số 77 Lê Hồng Phong, Nguyễn Trãi, Hà Đông, thành phố Hà Nội",Chăn nuôi gia súc,,37.63,22.52,,
2,2,2,Công ty Cổ phần In sách Việt Nam,"35,00","22,86","Số nhà 22B, phố Hai Bà Trưng, phường Tràng Tiền, quận Hoàn Kiểm, thành phố Hà Nội","Kinh doanh sách và văn hóa phẩm, văn phòng cho thuê",,35.0,22.86,,
3,3,3,Công ty Du lịch Phú Quốc,"30,00","29,89","Khu Bãi Dài, xã Gành Dầu, huyện Phú Quốc, tỉnh Kiên Giang",Cung cấp dịch vụ lưu trú ngắn ngày,,30.0,29.89,,
