row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm > Giá gốc,Số cuối năm > Giá trị đã được xử lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị đã được xử lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị đã được xử lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị đã được xử lý
Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,41.098.537.541,41.098.537.541,41.098.537.541,-,41098537541.0,41098537541.0,41098537541.0,
Công ty TNHH Thương mại và Du lịch Tràng,Công ty TNHH Thương mại và Du lịch Tràng,Công ty TNHH Thương mại và Du lịch Tràng,14.452.509.589,14.452.509.589,14.452.509.589,-,14452509589.0,14452509589.0,14452509589.0,
Tiền Nha Trang Công ty TNHH Đầu tư và Thương mại,Tiền Nha Trang Công ty TNHH Đầu tư và Thương mại,Tiền Nha Trang Công ty TNHH Đầu tư và Thương mại,10.468.046.036,10.468.046.036,10.468.046.036,-,10468046036.0,10468046036.0,10468046036.0,
Topcare Các khoản phải thu khác,Topcare Các khoản phải thu khác,Topcare Các khoản phải thu khác,3.468.007.172,3.468.007.172,1.435.408.069,-,3468007172.0,3468007172.0,1435408069.0,
