row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số cuối năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số đầu năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số cuối năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số đầu năm VND > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1)
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Cùng chủ sở hữu,Phải thu chi phí xây dựng,6.826.900.348,5.825.479.978,,,6826900348.0,5825479978.0
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Cùng chủ sở hữu,Chỉ phí khám chữa bệnh phải thu,120.536.856.638,2.960.585.919,,,120536856638.0,2960585919.0
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Cùng chủ sở hữu,Phải thu từ bán hàng hóa,1.601.706.296,-,,,1601706296.0,
Công ty Cổ phần Tập đoàn Đầu tư Việt Nam,Công ty Cổ phần Tập đoàn Đầu tư Việt Nam,Công ty Cổ phần Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Phải thu từ bán hàng hóa,6.078.140.608,-,,,6078140608.0,
Cá nhân khác,Cá nhân khác,Cá nhân khác,Thành viên quản lý chủ chốt,Phải thu từ bán biệt thự,-,2.533.193.598,,,,2533193598.0
,,,,,135.043.603.890,11.319.259.495,,,135043603890.0,11319259495.0
