row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
1. Chi phí bán hàng,1. Chi phí bán hàng,1. Chi phí bán hàng,1. Chi phí bán hàng,1. Chi phí bán hàng,,
2. Chi phí quản lý doanh nghiệp,1. Chi phí bán hàng > 2. Chi phí quản lý doanh nghiệp,2. Chi phí quản lý doanh nghiệp,101.735.107.247,58.119.760.452,101735107247.0,58119760452.0
"Chi phí nguyên, vật liệu","1. Chi phí bán hàng > Chi phí nguyên, vật liệu","Chi phí nguyên, vật liệu",39.912.504,287.036.542,39912504.0,287036542.0
"Chi phí công cụ, dụng cụ","1. Chi phí bán hàng > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",538.333.748,5.592.162.057,538333748.0,5592162057.0
Chi phí nhân viên,1. Chi phí bán hàng > Chi phí nhân viên,Chi phí nhân viên,24.680.946.835,8.560.762.293,24680946835.0,8560762293.0
Chi phí khấu hao,1. Chi phí bán hàng > Chi phí khấu hao,Chi phí khấu hao,2.733.517.515,2.846.138.447,2733517515.0,2846138447.0
Chi phí dịch vụ mua ngoài,1. Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,49.356.251.786,9.303.665.766,49356251786.0,9303665766.0
"Thuế, phí, lệ phí","1. Chi phí bán hàng > Thuế, phí, lệ phí","Thuế, phí, lệ phí",180.787.234,8.137.515,180787234.0,8137515.0
Dự phòng nợ phải thu khó đòi,1. Chi phí bán hàng > Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,72.000.000,947.953.152,72000000.0,947953152.0
Hoàn nhập dự phòng nợ phải thu khó đòi,1. Chi phí bán hàng > Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(14.000.000),(2.189.243.495),-14000000.0,-2189243495.0
Các khoản chi phí QLDN khác,1. Chi phí bán hàng > Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,24.147.357.625,32.763.148.175,24147357625.0,32763148175.0
Cộng,1. Chi phí bán hàng > Cộng,Cộng,101.735.107.247,58.119.760.452,101735107247.0,58119760452.0
