row_label_raw,row_label_full,"Giá trị còn lại TSCĐ và chi phí thanh lý, nhượng bán TSCĐ",Năm 2020 > 2.931.394.167,Năm 2019 > 3.421.619.485,numeric__Năm 2020 > 2.931.394.167,numeric__Năm 2019 > 3.421.619.485
Các khoản bị phạt,Các khoản bị phạt,Các khoản bị phạt,497.366.132,823.210.783,497366132.0,823210783.0
Các khoản khác,Các khoản khác,Các khoản khác,452.468.452,449.655.767,452468452.0,449655767.0
Cộng,Cộng,Cộng,3.881.228.751,4.694.486.035,3881228751.0,4694486035.0
