row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ,31/12/2020,01/01/2020,31/12/2020,01/01/2020,,,,,,
1,STT > 1,1,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,"Số 44 Trần Hưng Đạo, Phường 1, TP Tuy Hoà, Phú Yên","21,95%","21,95%","21,95%","21,95%",,,0.2195,0.2195,0.2195,0.2195
2,STT > 2,2,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Tầng 20,số 109 Trần Hưng Đạo, P.Cửa Nam, Q. Hoàn Kiểm, Hà Nội","47,08%","46,77%","50,00%","50,00%",,,0.4708,0.4677,0.5,0.5
3,STT > 3,3,Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,"Tầng 20,số 109 Trần Hưng Đạo, P.Cửa Nam, Q. Hoàn Kiểm, Hà Nội","29,25%","22,17%","29,25%","22,17%",,,0.2925,0.2217,0.2925,0.2217
