row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ,31/12/2020,01/01/2020,31/12/2020,01/01/2020,,,,,,
1,STT > 1,1,Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,Tầng 12-243A Đê La Thành - P.Láng Thượng - Q.Đống Đa - TP Hà Nội,"65,58%","63,40%","65,58%","59,62%",,,0.6557999999999999,0.634,0.6557999999999999,0.5962
2,STT > 2,2,Công ty cổ phần Đầu tư Đèo Cả,32 Thạch Thị Thanh - P.Tân Định - Q1 - TP Hồ Chí Minh,"70,82%","67,73%","70,82%","53,01%",,,0.7081999999999999,0.6773,0.7081999999999999,0.5301
3,STT > 3,3,Công ty cổ phần Phước tượng Phú gia BOT,"Lô 4 BT1, Khu đô thị Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, TP. Hà Nội, Việt Nam","99,47%","99,47%","99,47%","99,47%",,,0.9947,0.9947,0.9947,0.9947
