row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2020,Năm 2019,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,1.202.532.597.940,477.098.025.466,,,1202532597940.0,477098025466.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,1.189.110.727,,,,1189110727.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,1.201.343.487.213,477.098.025.466,,,1201343487213.0,477098025466.0
11,11,11,4. Giá vốn hàng bán,VI.03,499.445.581.858,263.526.741.071,,,499445581858.0,263526741071.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,701.897.905.355,213.571.284.395,,,701897905355.0,213571284395.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,7.754.138.462,8.165.852.133,,,7754138462.0,8165852133.0
22,22,22,7. Chi phí tài chính,VI.05,480.298.079.400,247.129.676.579,,,480298079400.0,247129676579.0
23,23,23,Trong đó: Chi phí lãi vay,,480.298.079.400,247.129.676.579,,,480298079400.0,247129676579.0
,,,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,50.755.064.942,5.909.835.033,,,50755064942.0,5909835033.0
24,24,24,8. Chi phí bán hàng,,,,,,,
25,24 > 25,25,9. Chi phí quản lý doanh nghiệp,VI.05,101.735.107.247,58.119.760.452,,,101735107247.0,58119760452.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,178.373.922.112,(77.602.465.470),,,178373922112.0,-77602465470.0
31,24 > 31,31,11. Thu nhập khác,VI.07,3.143.537.021,240.378.303.926,,,3143537021.0,240378303926.0
32,24 > 32,32,12. Chi phí khác,VI.08,3.881.228.751,4.694.486.035,,,3881228751.0,4694486035.0
40,24 > 40,40,13. Lợi nhuận khác,,(737.691.730),235.683.817.891,,,-737691730.0,235683817891.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,177.636.230.382,158.081.352.421,,,177636230382.0,158081352421.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,4.601.890.606,2.473.947.351,,,4601890606.0,2473947351.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,(2.529.999.418),564.092.582,,,-2529999418.0,564092582.0
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,175.564.339.194,155.043.312.488,,,175564339194.0,155043312488.0
,,,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,137.187.847.817,201.106.184.909,,,137187847817.0,201106184909.0
,,,19. Lợi ích kế toán sau thuế của cổ đông không kiểm soát,,38.376.491.377,(46.062.872.421),,,38376491377.0,-46062872421.0
,,,20. Lãi cơ bán trên cổ phiếu,VI.11,469,8.330,,,469.0,8330.0
,,,21. Lãi suy giảm trên cổ phiếu,VI.13,469,8.330,,,469.0,8330.0
