row_label_raw,row_label_full,31/12/2020,01/01/2020,numeric__01/01/2020
444.579.720.735,444.579.720.735,444.579.720.735,21.082.750.219,21082750219.0
936.823.258,936.823.258,936.823.258,151.324.406,151324406.0
253.899.665,253.899.665,253.899.665,542.927.521,542927521.0
419.623.699.573,419.623.699.573,419.623.699.573,,
23.765.298.239,419.623.699.573 > 23.765.298.239,23.765.298.239,20.388.498.292,20388498292.0
895.915.895.373,419.623.699.573 > 895.915.895.373,895.915.895.373,26.705.049.286,26705049286.0
4.871.583.571,419.623.699.573 > 4.871.583.571,4.871.583.571,16.240.394.363,16240394363.0
59.199.595,419.623.699.573 > 59.199.595,59.199.595,407.462.784,407462784.0
8.985.712,419.623.699.573 > 8.985.712,8.985.712,5.714.313.765,5714313765.0
371.202.740,419.623.699.573 > 371.202.740,371.202.740,729.520.421,729520421.0
883.223.616.498,883.223.616.498,883.223.616.498,,
7.381.307.257,883.223.616.498 > 7.381.307.257,7.381.307.257,3.613.357.953,3613357953.0
1.340.495.616.108,883.223.616.498 > 1.340.495.616.108,1.340.495.616.108,47.787.799.505,47787799505.0
