row_label_raw,row_label_full,col_0,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,41.264.674.059,42.930.027.808,41264674059.0,42930027808.0
Công ty Cổ phần Tư vấn xây dựng A2Z,Công ty Cổ phần Tư vấn xây dựng A2Z,Công ty Cổ phần Tư vấn xây dựng A2Z,2.794.496.852,,2794496852.0,
Công ty CP Đầu tư và xây dựng ICV Việt Nam,Công ty CP Đầu tư và xây dựng ICV Việt Nam,Công ty CP Đầu tư và xây dựng ICV Việt Nam,1.324.856.876,1.085.834.286,1324856876.0,1085834286.0
Công ty Quản lý và Sửa chữa đường bộ Đắc Lắc,Công ty Quản lý và Sửa chữa đường bộ Đắc Lắc,Công ty Quản lý và Sửa chữa đường bộ Đắc Lắc,3.399.652.533,3.399.652.533,3399652533.0,3399652533.0
Công ty Cổ phần Đầu tư Xây dựng Hải Thạch,Công ty Cổ phần Đầu tư Xây dựng Hải Thạch,Công ty Cổ phần Đầu tư Xây dựng Hải Thạch,,2.153.072.558,,2153072558.0
Công ty Cổ phần Cầu đường 19,Công ty Cổ phần Cầu đường 19,Công ty Cổ phần Cầu đường 19,4.059.173.165,4.059.173.165,4059173165.0,4059173165.0
Công ty cổ phần tư vấn xây dựng Hoàng Long,Công ty cổ phần tư vấn xây dựng Hoàng Long,Công ty cổ phần tư vấn xây dựng Hoàng Long,348.000.000,1.329.954.199,348000000.0,1329954199.0
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,5.082.418.376,5.082.418.376,5082418376.0,5082418376.0
Công ty TNHH thu phí tự động VECT,Công ty TNHH thu phí tự động VECT,Công ty TNHH thu phí tự động VECT,558.010.000,,558010000.0,
Nguyễn Tuấn Phong,Nguyễn Tuấn Phong,Nguyễn Tuấn Phong,400.000.000,,400000000.0,
Công ty cổ phần quản lý và khai thác đường cao tốc Đẻo Cả,Công ty cổ phần quản lý và khai thác đường cao tốc Đẻo Cả,Công ty cổ phần quản lý và khai thác đường cao tốc Đẻo Cả,700.000.000,,700000000.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,22.598.066.257,25.819.922.691,22598066257.0,25819922691.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,41.264.674.059,42.930.027.808,41264674059.0,42930027808.0
