row_label_raw,row_label_full,col_0,Tại ngày 01/01/2015,Tăng trong năm,Giảm trong năm,Tại ngày 31/12/2015,numeric__Tại ngày 01/01/2015,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Tại ngày 31/12/2015
Vốn điều lệ,Vốn điều lệ,Vốn điều lệ,499.999.940.000,1.292.124.830.000,-,1.792.124.770.000,499999940000.0,1292124830000.0,,1792124770000.0
Thăng dư vốn cổ phần,Thăng dư vốn cổ phần,Thăng dư vốn cổ phần,15.260.716.800,-,455.560.624,14.805.156.176,15260716800.0,,455560624.0,14805156176.0
Quyền chọn trái phiếu chuyển đổi,Quyền chọn trái phiếu chuyển đổi,Quyền chọn trái phiếu chuyển đổi,-,8.490.566.038,-,8.490.566.038,,8490566038.0,,8490566038.0
,,,515.260.656.800,1.300.615.396.038,455.560.624,1.815.420.492.214,515260656800.0,1300615396038.0,455560624.0,1815420492214.0
