row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
,,,VND,VND,,
- Doanh thu bán hàng hóa,- Doanh thu bán hàng hóa,- Doanh thu bán hàng hóa,1.718.649.772.690,222.654.230.984,1718649772690.0,222654230984.0
- Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,4.206.041.177,11.823.225.639,4206041177.0,11823225639.0
- Doanh thu khác,- Doanh thu khác,- Doanh thu khác,625.884.695,13.258.994.596,625884695.0,13258994596.0
,,,1.723.481.698.562,247.736.451.219,1723481698562.0,247736451219.0
Các khoản giảm trừ doanh thu Trong đó:,Các khoản giảm trừ doanh thu Trong đó:,Các khoản giảm trừ doanh thu Trong đó:,16.808.489.362,3.358.735.773,16808489362.0,3358735773.0
- Chiết khấu thương mại;,- Chiết khấu thương mại;,- Chiết khấu thương mại;,5.576.264.542,-,5576264542.0,
- Giảm giá hàng bán;,- Giảm giá hàng bán;,- Giảm giá hàng bán;,277.140.086,170.630.366,277140086.0,170630366.0
- Hàng bán bị trả lại.,- Hàng bán bị trả lại.,- Hàng bán bị trả lại.,10.955.084.734,3.188.105.407,10955084734.0,3188105407.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.706.673.209.200,244.377.715.446,1706673209200.0,244377715446.0
