row_label_raw,row_label_full,col_0,31/12/2015,numeric__31/12/2015
,,,VND,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,1.792.199.702,1792199702.0
Phải trả từ năm thứ hai đến năm thứ năm,Phải trả từ năm thứ hai đến năm thứ năm,Phải trả từ năm thứ hai đến năm thứ năm,4.497.299.405,4497299405.0
Cộng,Cộng,Cộng,6.289.499.107,6289499107.0
Trừ số phải trả trong 12 tháng(Dược trình bày ở phần vay ngắn hạn),Trừ số phải trả trong 12 tháng(Dược trình bày ở phần vay ngắn hạn),Trừ số phải trả trong 12 tháng(Dược trình bày ở phần vay ngắn hạn),1.792.199.702,1792199702.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,4.497.299.405,4497299405.0
