row_label_raw,row_label_full,col_0,Dưới 1 năm,Từ 1 - 5 năm,Tổng,numeric__Dưới 1 năm,numeric__Từ 1 - 5 năm,numeric__Tổng
,,,VND,VND,VND,,,
Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,,,
Tiền và các khoản tương đương tiền,Tại 31/12/2015 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,739.123.566.937,-,739.123.566.937,739123566937.0,,739123566937.0
Phải thu khách hàng và phải thu khác,Tại 31/12/2015 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,414.682.384.602,11.829.863.743,426.512.248.345,414682384602.0,11829863743.0,426512248345.0
Đầu tư tài chính ngắn hạn,Tại 31/12/2015 > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,1.699.525.042.616,-,1.699.525.042.616,1699525042616.0,,1699525042616.0
Đầu tư tài chính dài hạn,Tại 31/12/2015 > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,-,450.846.960.000,450.846.960.000,,450846960000.0,450846960000.0
Tổng cộng,Tại 31/12/2015 > Tổng cộng,Tổng cộng,2.853.330.994.155,462.676.823.743,3.316.007.817.898,2853330994155.0,462676823743.0,3316007817898.0
Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,Tại 31/12/2015,,,
Các khoản vay,Tại 31/12/2015 > Các khoản vay,Các khoản vay,617.064.141.446,4.497.299.405,621.561.440.851,617064141446.0,4497299405.0,621561440851.0
Phải trả người bán và phải trả khác,Tại 31/12/2015 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,310.616.966.806,4.481.355.796,315.098.322.602,310616966806.0,4481355796.0,315098322602.0
Chi phí phải trả,Tại 31/12/2015 > Chi phí phải trả,Chi phí phải trả,22.518.798.494,-,22.518.798.494,22518798494.0,,22518798494.0
Tổng cộng,Tại 31/12/2015 > Tổng cộng,Tổng cộng,950.199.906.746,8.978.655.201,959.178.561.947,950199906746.0,8978655201.0,959178561947.0
Chênh lệch thanh khoản thuần,Tại 31/12/2015 > Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,1.903.131.087.409,453.698.168.542,2.356.829.255.951,1903131087409.0,453698168542.0,2356829255951.0
Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,,,
Tiền và các khoản tương đương tiền,Tại 01/01/2015 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,208.465.681.019,-,208.465.681.019,208465681019.0,,208465681019.0
Phải thu khách hàng và phải thu khác,Tại 01/01/2015 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,109.927.624.195,-,109.927.624.195,109927624195.0,,109927624195.0
Đầu tư tài chính ngắn hạn,Tại 01/01/2015 > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,303.257.316.078,-,303.257.316.078,303257316078.0,,303257316078.0
Đầu tư tài chính dài hạn,Tại 01/01/2015 > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,-,46.986.185.491,46.986.185.491,,46986185491.0,46986185491.0
Tổng cộng,Tại 01/01/2015 > Tổng cộng,Tổng cộng,621.650.621.292,46.986.185.491,668.636.806.783,621650621292.0,46986185491.0,668636806783.0
Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,Tại 01/01/2015,,,
Các khoản vay,Tại 01/01/2015 > Các khoản vay,Các khoản vay,104.627.847.552,-,104.627.847.552,104627847552.0,,104627847552.0
Phải trả người bán và phải trả khác,Tại 01/01/2015 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,33.290.103.570,135.132.000,33.425.235.570,33290103570.0,135132000.0,33425235570.0
Chi phí phải trả,Tại 01/01/2015 > Chi phí phải trả,Chi phí phải trả,4.469.345.547,-,4.469.345.547,4469345547.0,,4469345547.0
Tổng cộng,Tại 01/01/2015 > Tổng cộng,Tổng cộng,142.387.296.669,135.132.000,142.522.428.669,142387296669.0,135132000.0,142522428669.0
Chênh lệch thanh khoản thuần,Tại 01/01/2015 > Chênh lệch thanh khoản thuần,Chênh lệch thanh khoản thuần,479.263.324.623,46.851.053.491,526.114.378.114,479263324623.0,46851053491.0,526114378114.0
