row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ
a. Các khoản phải trả người bán,a. Các khoản phải trả người bán,a. Các khoản phải trả người bán,661.710.706.188,661.710.706.188,504.685.200.379,504.685.200.379,661710706188.0,661710706188.0,504685200379.0,504685200379.0
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,175.447.547.709,175.447.547.709,190.954.869.801,190.954.869.801,175447547709.0,175447547709.0,190954869801.0,190954869801.0
Công ty Cổ phần Khoáng sản Đan Ka,Công ty Cổ phần Khoáng sản Đan Ka,Công ty Cổ phần Khoáng sản Đan Ka,170.495.868.468,170.495.868.468,-,-,170495868468.0,170495868468.0,,
Tổng Công ty bảo hiểm PVI,Tổng Công ty bảo hiểm PVI,Tổng Công ty bảo hiểm PVI,58.683.485.296,58.683.485.296,42.664.327.068,42.664.327.068,58683485296.0,58683485296.0,42664327068.0,42664327068.0
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,36.034.408.210,36.034.408.210,33.373.032.590,33.373.032.590,36034408210.0,36034408210.0,33373032590.0,33373032590.0
Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),221.049.396.505,221.049.396.505,237.692.970.920,237.692.970.920,221049396505.0,221049396505.0,237692970920.0,237692970920.0
Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),3.458.252.113.982,3.458.252.113.982,3.335.246.362.432,3.335.246.362.432,3458252113982.0,3458252113982.0,3335246362432.0,3335246362432.0
Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),Các đối tượng khác b. Phải trả người bán là các bên liên quan (Chi tiết tại Thuyết minh số 36),2.815.223.929.180,2.815.223.929.180,2.745.152.899.973,2.745.152.899.973,2815223929180.0,2815223929180.0,2745152899973.0,2745152899973.0
Tập đoàn Dầu khi Việt Nam - Công ty Cổ phần,Tập đoàn Dầu khi Việt Nam - Công ty Cổ phần,Tập đoàn Dầu khi Việt Nam - Công ty Cổ phần,411.359.082.070,411.359.082.070,297.305.301.642,297.305.301.642,411359082070.0,411359082070.0,297305301642.0,297305301642.0
Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam,220.413.299.164,220.413.299.164,242.978.676.252,242.978.676.252,220413299164.0,220413299164.0,242978676252.0,242978676252.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,11.255.803.568,11.255.803.568,49.809.484.565,49.809.484.565,11255803568.0,11255803568.0,49809484565.0,49809484565.0
,,,4.119.962.820.170,4.119.962.820.170,3.839.931.562.811,3.839.931.562.811,4119962820170.0,4119962820170.0,3839931562811.0,3839931562811.0
