row_label_raw,row_label_full,col_0,Năm nay,Năm trước (Trình bày lại),numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,VND,VND,,
Chỉ phí nhân công,Chỉ phí nhân công,Chỉ phí nhân công,261.719.574.795,240.258.072.507,261719574795.0,240258072507.0
Chỉ phí khấu hao,Chỉ phí khấu hao,Chỉ phí khấu hao,26.515.466.388,25.041.249.724,26515466388.0,25041249724.0
Chỉ phí vất liệu quản lý,Chỉ phí vất liệu quản lý,Chỉ phí vất liệu quản lý,16.779.582.045,21.185.855.834,16779582045.0,21185855834.0
Chỉ phí dịch vụ mua ngoài,Chỉ phí dịch vụ mua ngoài,Chỉ phí dịch vụ mua ngoài,65.781.396.402,60.813.999.094,65781396402.0,60813999094.0
Chỉ phí dự phòng,Chỉ phí dự phòng,Chỉ phí dự phòng,370.663.929.188,393.934.563.668,370663929188.0,393934563668.0
Chỉ phí quản lý khác,Chỉ phí quản lý khác,Chỉ phí quản lý khác,204.128.842.212,188.234.484.902,204128842212.0,188234484902.0
,,,945.588.791.030,929.468.225.729,945588791030.0,929468225729.0
