row_label_raw,row_label_full,Chỉ tiêu,Mã số,Năm 2019(Trước điều chỉnh),Điều chỉnh hồi tố,Năm 2019(Sau điều chỉnh),numeric__Mã số,numeric__Năm 2019(Trước điều chỉnh),numeric__Điều chỉnh hồi tố,numeric__Năm 2019(Sau điều chỉnh)
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25.062.736.205.486,(2.414.359.568),25.060.321.845.918,1.0,25062736205486.0,-2414359568.0,25060321845918.0
2. Giá vốn hàng bán và cung cấp dịch vụ,2. Giá vốn hàng bán và cung cấp dịch vụ,2. Giá vốn hàng bán và cung cấp dịch vụ,11,21.411.071.305.062,(2.501.283.803),21.408.570.021.259,11.0,21411071305062.0,-2501283803.0,21408570021259.0
3. Chỉ phí quản lý doanh nghiệp,3. Chỉ phí quản lý doanh nghiệp,3. Chỉ phí quản lý doanh nghiệp,26,936.490.151.190,(7.021.925.461),929.468.225.729,26.0,936490151190.0,-7021925461.0,929468225729.0
4. Thu nhập khác,4. Thu nhập khác,4. Thu nhập khác,31,10.169.466.315,10.932.208.006,21.101.674.321,31.0,10169466315.0,10932208006.0,21101674321.0
5. Chỉ phí khác,5. Chỉ phí khác,5. Chỉ phí khác,32,5.718.396.090,49.903.346,5.768.299.436,32.0,5718396090.0,49903346.0,5768299436.0
6. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,6. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,6. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,257.676.295.931,1.799.115.436,259.475.411.367,51.0,257676295931.0,1799115436.0,259475411367.0
7. Lợi nhuận sau thuế thu nhập doanh nghiệp,7. Lợi nhuận sau thuế thu nhập doanh nghiệp,7. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,1.939.698.971.708,16.192.038.920,1.955.891.010.628,60.0,1939698971708.0,16192038920.0,1955891010628.0
