row_label_raw,row_label_full,Ông Bùi Ngoc Đức,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Phó Tổng Giám đốc,,,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Phó Tổng Giám đốc,,,
Ông Lương Ngoc Huy,Ông Lương Ngoc Huy,Ông Lương Ngoc Huy,Phó Tổng Giám đốc,bổ nhiệm ngày 7 tháng 6 năm 2024,,
Bà Bùi Thanh Thảo,Bà Bùi Thanh Thảo,Bà Bùi Thanh Thảo,Kế toán trưởng,,,
