row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,599.845.936.785,1.178.417.455.263,599845936785.0,1178417455263.0
Vay bên liên quan (Thuyết minh số 21.1),Vay bên liên quan (Thuyết minh số 21.1),Vay bên liên quan (Thuyết minh số 21.1),400.000.000.000,1.078.625.354.104,400000000000.0,1078625354104.0
Trải phiếu dài hạn đến hạn trả(Thuyết minh số 21.2),Trải phiếu dài hạn đến hạn trả(Thuyết minh số 21.2),Trải phiếu dài hạn đến hạn trả(Thuyết minh số 21.2),199.842.920.472,47.898.400.722,199842920472.0,47898400722.0
Vay bên khác,Vay bên khác,Vay bên khác,3.016.313,51.893.700.437,3016313.0,51893700437.0
Dài hạn,Dài hạn,Dài hạn,956.210.461.899,199.684.784.100,956210461899.0,199684784100.0
Vay ngân hàng (Thuyết minh số 21.3),Vay ngân hàng (Thuyết minh số 21.3),Vay ngân hàng (Thuyết minh số 21.3),956.210.461.899,-,956210461899.0,
Trải phiếu (Thuyết minh số 21.2),Trải phiếu (Thuyết minh số 21.2),Trải phiếu (Thuyết minh số 21.2),-,199.684.784.100,,199684784100.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.556.056.398.684,1.378.102.239.363,1556056398684.0,1378102239363.0
Tỉnh hình tăng giảm các khoản vay như sau:,Tỉnh hình tăng giảm các khoản vay như sau:,Tỉnh hình tăng giảm các khoản vay như sau:,Tỉnh hình tăng giảm các khoản vay như sau:,Tỉnh hình tăng giảm các khoản vay như sau:,,
,,,Năm nay,VNDNăm trước,,
Số đầu năm,Tỉnh hình tăng giảm các khoản vay như sau: > Số đầu năm,Số đầu năm,1.378.102.239.363,1.927.836.741.132,1378102239363.0,1927836741132.0
Vay trong năm,Tỉnh hình tăng giảm các khoản vay như sau: > Vay trong năm,Vay trong năm,956.213.478.212,724.393.380.644,956213478212.0,724393380644.0
Trả nợ gốc vay,Tỉnh hình tăng giảm các khoản vay như sau: > Trả nợ gốc vay,Trả nợ gốc vay,(778.519.054.541),(1.068.125.211.158),-778519054541.0,-1068125211158.0
Phân bổ chi phí phát hành trái phiếu,Tỉnh hình tăng giảm các khoản vay như sau: > Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,259.735.650,1.331.974.641,259735650.0,1331974641.0
Cán trừ công nợ,Tỉnh hình tăng giảm các khoản vay như sau: > Cán trừ công nợ,Cán trừ công nợ,-,(207.314.645.896),,-207314645896.0
Chi phí phát hành trái phiếu,Tỉnh hình tăng giảm các khoản vay như sau: > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,(20.000.000),,-20000000.0
Số cuối năm,Tỉnh hình tăng giảm các khoản vay như sau: > Số cuối năm,Số cuối năm,1.556.056.398.684,1.378.102.239.363,1556056398684.0,1378102239363.0
