row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Đặt cọc nhận chuyển nhượng dự án (*),Ngắn hạn > Đặt cọc nhận chuyển nhượng dự án (*),Đặt cọc nhận chuyển nhượng dự án (*),387.964.800.000,387.964.800.000,387964800000.0,387964800000.0
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",135.646.377.826,136.646.377.826,135646377826.0,136646377826.0
Tạm ứng đầu tư,Ngắn hạn > Tạm ứng đầu tư,Tạm ứng đầu tư,71.980.914.000,71.980.914.000,71980914000.0,71980914000.0
"Ký quỹ, ký cược","Ngắn hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",39.562.349.323,39.528.324.823,39562349323.0,39528324823.0
Tạm ứng nhân viên,Ngắn hạn > Tạm ứng nhân viên,Tạm ứng nhân viên,9.088.037.228,8.644.669.268,9088037228.0,8644669268.0
Phải thu cổ tức,Ngắn hạn > Phải thu cổ tức,Phải thu cổ tức,-,114.238.992.439,,114238992439.0
Khác,Ngắn hạn > Khác,Khác,2.295.997.696,5.444.396.360,2295997696.0,5444396360.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,646.538.476.073,764.448.474.716,646538476073.0,764448474716.0
Dự phòng phải thu ngắn hạn khác(Thuyết minh số 9),Ngắn hạn > Dự phòng phải thu ngắn hạn khác(Thuyết minh số 9),Dự phòng phải thu ngắn hạn khác(Thuyết minh số 9),(82.365.800.323),(84.159.214.223),-82365800323.0,-84159214223.0
GIÁ TRỊ THUÀN,Ngắn hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,564.172.675.750,680.289.260.493,564172675750.0,680289260493.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên liên quan (Thuyết minh số 29),Trong đó: > Phải thu bên liên quan (Thuyết minh số 29),Phải thu bên liên quan (Thuyết minh số 29),107.021.710.616,225.110.891.910,107021710616.0,225110891910.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,539.516.765.457,539.337.582.806,539516765457.0,539337582806.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược dài hạn","Dài hạn > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",9.393.827.950,7.203.463.000,9393827950.0,7203463000.0
