row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,89.503.575.774,37.332.127.250,,231.0,89503575774.0,37332127250.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,24,(37.659.032.779),(18.180.420.416),,24.0,-37659032779.0,-18180420416.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,51.844.542.995,19.151.706.834,,,51844542995.0,19151706834.0
21,21,21,Doanh thu hoạt động tài chính,23.2,404.739.391.110,367.511.933.786,,232.0,404739391110.0,367511933786.0
22,22,22,Chi phí tài chính,25,(96.115.472.627),(134.345.001.025),,25.0,-96115472627.0,-134345001025.0
23,23,23,Trong đó: Chi phí lãi vay,,(83.024.550.012),(136.605.467.273),,,-83024550012.0,-136605467273.0
25,25,25,Chi phí bán hàng,26,(4.831.252.628),(4.500.496.287),,26.0,-4831252628.0,-4500496287.0
26,26,26,Chi phí quản lý doanh nghiệp,26,(68.693.738.300),(90.067.831.769),,26.0,-68693738300.0,-90067831769.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,286.943.470.550,157.750.311.539,,,286943470550.0,157750311539.0
31,31,31,Thu nhập khác,27,310.259.471,1.952.567.889,,27.0,310259471.0,1952567889.0
32,32,32,Chi phí khác,27,(35.073.270.219),(36.689.904.690),,27.0,-35073270219.0,-36689904690.0
40,40,40,Lỗ khác,27,(34.763.010.748),(34.737.336.801),,27.0,-34763010748.0,-34737336801.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,252.180.459.802,123.012.974.738,,,252180459802.0,123012974738.0
51,51,51,Chi phí thuế TNDN hiện hành,28.1,-,(9.199.655.017),,281.0,,-9199655017.0
60,60,60,Lợi nhuận sau thuế TNDN,,252.180.459.802,113.813.319.721,,,252180459802.0,113813319721.0
