row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng 12năm 2024VND,Ngày đến hạn,Mục đích,Lãi suất%/năm,Tài sân thế chấp(Thuyết minh số 10),numeric__Ngày 31 tháng 12năm 2024VND,numeric__Ngày đến hạn,numeric__Mục đích,numeric__Lãi suất%/năm,numeric__Tài sân thế chấp(Thuyết minh số 10)
Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh,,,,,
Khoản vay 1,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh > Khoản vay 1,Khoản vay 1,800.000.000.000,Từ ngày 10 tháng,Đầu tư phát triển Dự án Khu,9.0%/năm đến ngày 9tháng 1 năm 2025 vàsau đó: lãi suất thả nổi+ biến độ 2.5%/năm,"Giấy chứng nhận quyền sử dụng đất vàquyền sở hữu nhà ở và tài sản gắn liềnvới đất của thừa số 60, 43 và 61 theo tờbản đồ số 62 và 56 Bản đồ địa chính củaphường An Phú, thành phố Thủ Đức,Thành phố Hồ Chí Minh",800000000000.0,,,,
Khoản vay 2,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh > Khoản vay 2,Khoản vay 2,156.210.461.899,4 năm 2026 tõingày 10 tháng 1năm 2030,"Chung Cư cao Tầng CC1 vàCC5 thuộc Khu Dân cư NamRạch Chiếc, phường An Phú,thành phố Thủ Đức, Thành phốHồ Chí Minh (dự án GemRiverside)",9.0%/năm đến ngày 9tháng 1 năm 2025 vàsau đó: lãi suất thả nổi+ biến độ 2.5%/năm,"Giấy chứng nhận quyền sử dụng đất vàquyền sở hữu nhà ở và tài sản gắn liềnvới đất của thừa số 60, 43 và 61 theo tờbản đồ số 62 và 56 Bản đồ địa chính củaphường An Phú, thành phố Thủ Đức,Thành phố Hồ Chí Minh",156210461899.0,,,,
TỔNG CỘNG,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh > TỔNG CỘNG,TỔNG CỘNG,956.210.461.899,,,,,956210461899.0,,,,
Trong đó:Vay dài hạn,Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Thành phố Hồ Chí Minh > Trong đó:Vay dài hạn,Trong đó:Vay dài hạn,956.210.461.899,,,,,956210461899.0,,,,
