row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,69.058.960.096.882,68.081.754.436.962,,1.0,25.0,69058960096882.0,68081754436962.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,69.058.960.096.882,68.081.754.436.962,,10.0,,69058960096882.0,68081754436962.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,54.248.749.508.327,53.179.180.415.062,,11.0,26.0,54248749508327.0,53179180415062.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,14.810.210.588.555,14.902.574.021.900,,20.0,,14810210588555.0,14902574021900.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,28,1.782.917.495.135,1.620.949.507.181,,21.0,28.0,1782917495135.0,1620949507181.0
7.,7.,7.,Chi phí tài chính,22,29,142.719.844.373,731.122.211.190,,22.0,29.0,142719844373.0,731122211190.0
,,,- Trong đó: Chi phí lãi vay,23,,163.670.626.319,397.728.596.751,,23.0,,163670626319.0,397728596751.0
8.,8.,8.,Chi phí bán hàng,25,30,1.070.460.492.188,933.192.443.846,,25.0,30.0,1070460492188.0,933192443846.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,30,606.617.217.295,778.032.242.333,,26.0,30.0,606617217295.0,778032242333.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,14.773.330.529.834,14.081.176.631.712,,30.0,,14773330529834.0,14081176631712.0
11.,11.,11.,Thu nhập khác,31,,33.975.271.466,5.146.003.924,,31.0,,33975271466.0,5146003924.0
12.,12.,12.,Chi phí khác,32,,36.336.588.414,55.843.390.139,,32.0,,36336588414.0,55843390139.0
13.,13.,13.,Lỗ khác (40=31-32),40,,(2.361.316.948),(50.697.386.215),,40.0,,-2361316948.0,-50697386215.0
14.,14.,14.,Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,14.770.969.212.886,14.030.479.245.497,,50.0,,14770969212886.0,14030479245497.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,2.850.097.710.757,2.648.676.211.738,,51.0,31.0,2850097710757.0,2648676211738.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,11.920.871.502.129,11.381.803.033.759,,60.0,,11920871502129.0,11381803033759.0
17.,17.,17.,Lãi cơ bản trên cổ phiếu,70,32,6.162,5.813,,70.0,32.0,6162.0,5813.0
