row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Phát sinh trong năm > Giải ngân,Phát sinh trong năm > Chênh lệch tỷ giá,Phát sinh trong năm > Trả gốc,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Giải ngân,numeric__Phát sinh trong năm > Chênh lệch tỷ giá,numeric__Phát sinh trong năm > Trả gốc,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
Vay bằng USD (i),Vay bằng USD (i),Vay bằng USD (i),3.403.785.000.000,3.403.785.000.000,-,(976.500.000),(976.258.500.000),2.426.550.000.000,2.426.550.000.000,3403785000000.0,3403785000000.0,,-976500000.0,-976258500000.0,2426550000000.0,2426550000000.0
Vay bằng VND,Vay bằng VND,Vay bằng VND,900.000.000.000,900.000.000.000,-,-,(900.000.000.000),-,-,900000000000.0,900000000000.0,,,-900000000000.0,,
,,,4.303.785.000.000,4.303.785.000.000,-,(976.500.000),(1.876.258.500.000),2.426.550.000.000,2.426.550.000.000,4303785000000.0,4303785000000.0,,-976500000.0,-1876258500000.0,2426550000000.0,2426550000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,,
Số phải trả trong vòng 12 tháng,Trong đó: > Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,972.510.000.000,,,,,970.620.000.000,,972510000000.0,,,,,970620000000.0,
Số phải trả sau 12 tháng,Trong đó: > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,3.331.275.000.000,,,,,1.455.930.000.000,,3331275000000.0,,,,,1455930000000.0,
