row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,39.676.858.989.200,38.435.168.257.660,,100.0,,39676858989200.0,38435168257660.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,2.528.849.109.924,4.698.943.043.879,,110.0,4.0,2528849109924.0,4698943043879.0
1.,1.,1.,Tiền,111,,692.375.374.246,622.777.908.148,,111.0,,692375374246.0,622777908148.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.836.473.735.678,4.076.165.135.731,,112.0,,1836473735678.0,4076165135731.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,24.780.000.000.000,21.350.000.000.000,,120.0,5.0,24780000000000.0,21350000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,24.780.000.000.000,21.350.000.000.000,,123.0,,24780000000000.0,21350000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,10.994.849.117.040,10.771.940.909.186,,130.0,,10994849117040.0,10771940909186.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,4.957.843.641.341,4.859.551.137.486,,131.0,6.0,4957843641341.0,4859551137486.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,918.427.209.746,58.628.724.573,,132.0,7.0,918427209746.0,58628724573.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,5.594.609.653.415,6.182.101.055.702,,136.0,8.0,5594609653415.0,6182101055702.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(476.317.299.854),(328.340.008.575),,137.0,9.0,-476317299854.0,-328340008575.0
5.,5.,5.,Tài sản thiếu chỗ xử lý,139,,285.912.392,,,139.0,,285912392.0,
IV.,IV.,IV.,Hàng tồn kho,140,10,1.066.126.161.102,1.414.935.018.277,,140.0,10.0,1066126161102.0,1414935018277.0
1.,1.,1.,Hàng tồn kho,141,,1.112.655.088.865,1.460.093.973.387,,141.0,,1112655088865.0,1460093973387.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(46.528.927.763),(45.158.955.110),,149.0,,-46528927763.0,-45158955110.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,307.034.601.134,199.349.286.318,,150.0,,307034601134.0,199349286318.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,50.699.483.380,67.353.776.720,,151.0,11.0,50699483380.0,67353776720.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,224.475.057.335,89.571.002.394,,152.0,,224475057335.0,89571002394.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,31.860.060.419,42.424.507.204,,153.0,16.0,31860060419.0,42424507204.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,20.030.178.893.592,20.310.540.392.453,,200.0,,20030178893592.0,20310540392453.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,119.847.246.743,199.187.767.570,,210.0,,119847246743.0,199187767570.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,7,79.220.337.859,67.561.613.929,,212.0,7.0,79220337859.0,67561613929.0
2.,2.,2.,Phải thu dài hạn khác,216,8,40.626.908.884,131.626.153.641,,216.0,8.0,40626908884.0,131626153641.0
II.,II.,II.,Tài sản cố định,220,,13.575.615.334.621,15.553.466.468.036,,220.0,,13575615334621.0,15553466468036.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,13.227.652.516.604,15.207.035.393.546,,221.0,12.0,13227652516604.0,15207035393546.0
,,,- Nguyên giá,222,,43.560.399.396.342,43.272.180.258.600,,222.0,,43560399396342.0,43272180258600.0
,,,- Giá trị hao mòn lũy kế,223,,(30.332.746.879.738),(28.065.144.865.054),,223.0,,-30332746879738.0,-28065144865054.0
2.,2.,2.,Tài sản cố định vô hình,227,13,347.962.818.017,346.431.074.490,,227.0,13.0,347962818017.0,346431074490.0
,,,- Nguyên giá,228,,462.056.617.887,437.254.755.507,,228.0,,462056617887.0,437254755507.0
,,,- Giá trị hao mòn lũy kế,229,,(114.093.799.870),(90.823.681.017),,229.0,,-114093799870.0,-90823681017.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,2.770.182.596.994,1.200.779.857.385,,240.0,,2770182596994.0,1200779857385.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,2.770.182.596.994,1.200.779.857.385,,242.0,14.0,2770182596994.0,1200779857385.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,3.193.116.235.946,3.060.140.336.559,,250.0,5.0,3193116235946.0,3060140336559.0
1.,1.,1.,Đầu tư vào công ty con,251,,3.562.870.071.633,3.701.528.571.633,,251.0,,3562870071633.0,3701528571633.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,284.460.000.000,58.000.000.000,,252.0,,284460000000.0,58000000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(654.213.835.687),(699.388.235.074),,254.0,,-654213835687.0,-699388235074.0
V.,V.,V.,Tài sản dài hạn khác,260,,371.417.479.288,296.965.962.903,,260.0,,371417479288.0,296965962903.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,371.417.479.288,296.965.962.903,,261.0,11.0,371417479288.0,296965962903.0
,,,TỔNG CÔNG TÀI SẢN (270=100+200),270,,59.707.037.882.792,58.745.708.650.113,,270.0,,59707037882792.0,58745708650113.0
