row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Phải thu ngắn hạn khác,a. Phải thu ngắn hạn khác,a. Phải thu ngắn hạn khác,a. Phải thu ngắn hạn khác,a. Phải thu ngắn hạn khác,,
Dự thu doanh thu hai tháng cuối năm,a. Phải thu ngắn hạn khác > Dự thu doanh thu hai tháng cuối năm,Dự thu doanh thu hai tháng cuối năm,4.599.248.482.276,5.437.907.810.412,4599248482276.0,5437907810412.0
- Doanh thu bán và vận chuyển khí khô,a. Phải thu ngắn hạn khác > - Doanh thu bán và vận chuyển khí khô,- Doanh thu bán và vận chuyển khí khô,4.594.270.865.028,5.432.065.691.681,4594270865028.0,5432065691681.0
- Doanh thu vận chuyển condensate,a. Phải thu ngắn hạn khác > - Doanh thu vận chuyển condensate,- Doanh thu vận chuyển condensate,4.977.617.248,5.842.118.731,4977617248.0,5842118731.0
Phải thu PVPIPE (i),a. Phải thu ngắn hạn khác > Phải thu PVPIPE (i),Phải thu PVPIPE (i),504.791.197.738,373.540.930.234,504791197738.0,373540930234.0
Lãi dự thu tiền gửi có kỳ hạn,a. Phải thu ngắn hạn khác > Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,403.812.553.196,278.623.877.650,403812553196.0,278623877650.0
Phải thu Công ty Cổ phần Phát triển Đô thị Dầu khí liên quan đến hợp đồng xây dựng khu văn phòng cho thuê tại Bạc Liêu,a. Phải thu ngắn hạn khác > Phải thu Công ty Cổ phần Phát triển Đô thị Dầu khí liên quan đến hợp đồng xây dựng khu văn phòng cho thuê tại Bạc Liêu,Phải thu Công ty Cổ phần Phát triển Đô thị Dầu khí liên quan đến hợp đồng xây dựng khu văn phòng cho thuê tại Bạc Liêu,50.000.000.000,50.000.000.000,50000000000.0,50000000000.0
Phải thu về tạm ứng,a. Phải thu ngắn hạn khác > Phải thu về tạm ứng,Phải thu về tạm ứng,6.839.321.574,3.850.786.349,6839321574.0,3850786349.0
"Ký cược, ký quỹ","a. Phải thu ngắn hạn khác > Ký cược, ký quỹ","Ký cược, ký quỹ",1.342.598.272,1.582.098.272,1342598272.0,1582098272.0
Các khoản phải thu khác,a. Phải thu ngắn hạn khác > Các khoản phải thu khác,Các khoản phải thu khác,28.575.500.359,36.595.552.785,28575500359.0,36595552785.0
,,,5.594.609.653.415,6.182.101.055.702,5594609653415.0,6182101055702.0
Phải thu ngắn hạn khác các bên liên quan(chỉ tiết tại Thuyết minh số 34),a. Phải thu ngắn hạn khác > Phải thu ngắn hạn khác các bên liên quan(chỉ tiết tại Thuyết minh số 34),Phải thu ngắn hạn khác các bên liên quan(chỉ tiết tại Thuyết minh số 34),1.845.174.447.290,2.181.348.380.655,1845174447290.0,2181348380655.0
