row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,14.770.969.212.886,14.030.479.245.497,,1.0,14770969212886.0,14030479245497.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định,02,2.308.013.819.094,2.382.451.806.430,,2.0,2308013819094.0,2382451806430.0
2.,2. > 2.,2.,Các khoản dự phòng,03,886.854.066.141,252.239.145.657,,3.0,886854066141.0,252239145657.0
2.,2. > 2.,2.,(Lãi)/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(15.875.765.982),102.614.054.642,,4.0,-15875765982.0,102614054642.0
2.,2. > 2.,2.,(Lãi) từ hoạt động đầu tư,05,(1.719.248.964.242),(1.548.763.892.489),,5.0,-1719248964242.0,-1548763892489.0
2.,2. > 2.,2.,Chi phí lãi vay,06,163.670.626.319,397.728.596.751,,6.0,163670626319.0,397728596751.0
2.,2. > 2.,2.,Các khoản điều chỉnh khác,07,-,10.040.532.551,,7.0,,10040532551.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,16.394.382.994.216,15.626.789.489.039,,8.0,16394382994216.0,15626789489039.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,540.823.679.483,(1.486.433.703.720),,9.0,540823679483.0,-1486433703720.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,347.519.127.851,(283.076.449.585),,10.0,347519127851.0,-283076449585.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(1.519.966.768.725),1.705.306.393.025,,11.0,-1519966768725.0,1705306393025.0
3.,2. > 3.,3.,Thay đổi chi phí trả trước,12,(57.797.223.045),(160.029.123.632),,12.0,-57797223045.0,-160029123632.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(239.186.339.458),(401.174.324.910),,14.0,-239186339458.0,-401174324910.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(2.723.706.658.718),(2.994.063.131.556),,15.0,-2723706658718.0,-2994063131556.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,-,292.606.996,,16.0,,292606996.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(315.094.680.859),(236.915.023.022),,17.0,-315094680859.0,-236915023022.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,12.426.974.130.745,11.770.696.732.635,,20.0,12426974130745.0,11770696732635.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(2.569.910.604.087),(428.233.659.263),,21.0,-2569910604087.0,-428233659263.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,41.000.000,87.000.000,,22.0,41000000.0,87000000.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(37.080.400.000.000),(18.500.000.000.000),,23.0,-37080400000000.0,-18500000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,33.650.400.000.000,10.600.000.000.000,,24.0,33650400000000.0,10600000000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(87.801.500.000),-,,25.0,-87801500000.0,
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,25.422.359.175,,26.0,,25422359175.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,1.593.313.026.481,1.507.326.159.726,,27.0,1593313026481.0,1507326159726.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(4.494.358.077.606),(6.795.398.140.362),,30.0,-4494358077606.0,-6795398140362.0
