row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Trà trước cho người bán ngắn hạn,a. Trà trước cho người bán ngắn hạn,a. Trà trước cho người bán ngắn hạn,a. Trà trước cho người bán ngắn hạn,a. Trà trước cho người bán ngắn hạn,,
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,a. Trà trước cho người bán ngắn hạn > Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,394.724.912.865,13.310.399.729,394724912865.0,13310399729.0
Công ty TNHH Samsung C&T Corporation Việt Nam,a. Trà trước cho người bán ngắn hạn > Công ty TNHH Samsung C&T Corporation Việt Nam,Công ty TNHH Samsung C&T Corporation Việt Nam,279.732.779.456,-,279732779456.0,
Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,a. Trà trước cho người bán ngắn hạn > Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,82.164.249.139,-,82164249139.0,
Tổng Công ty Tư vấn Thiết kẽ Dầu khí - CTCP,a. Trà trước cho người bán ngắn hạn > Tổng Công ty Tư vấn Thiết kẽ Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kẽ Dầu khí - CTCP,2.827.006.031,9.092.320.265,2827006031.0,9092320265.0
Công ty Cổ phần Kinh doanh Khí Miền Nam,a. Trà trước cho người bán ngắn hạn > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,-,11.413.321.920,,11413321920.0
Các đối tượng khác,a. Trà trước cho người bán ngắn hạn > Các đối tượng khác,Các đối tượng khác,158.978.262.255,24.812.682.659,158978262255.0,24812682659.0
,,,918.427.209.746,58.628.724.573,918427209746.0,58628724573.0
Trà trước cho người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 34),a. Trà trước cho người bán ngắn hạn > Trà trước cho người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 34),Trà trước cho người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 34),493.759.569.894,33.816.041.914,493759569894.0,33816041914.0
b. Trà trước cho người bán dài hạn,b. Trà trước cho người bán dài hạn,b. Trà trước cho người bán dài hạn,b. Trà trước cho người bán dài hạn,b. Trà trước cho người bán dài hạn,,
Công ty Đường ông Dẫn khí Nam Côn Sơn,b. Trà trước cho người bán dài hạn > Công ty Đường ông Dẫn khí Nam Côn Sơn,Công ty Đường ông Dẫn khí Nam Côn Sơn,79.220.337.859,67.561.613.929,79220337859.0,67561613929.0
,,,79.220.337.859,67.561.613.929,79220337859.0,67561613929.0
