row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2025VND,01/01/2025VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2025VND,numeric__01/01/2025VND
300,300,300,C. NỘ PHẢI TRẢ,,448.246.643.230,580.431.800.457,,,448246643230.0,580431800457.0
310,310,310,I. Nợ ngắn hạn,,448.246.643.230,580.431.800.457,,,448246643230.0,580431800457.0
311,311,311,1. Phải trả người bán ngắn hạn,12,365.477.259.784,496.512.636.924,,12.0,365477259784.0,496512636924.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,13,6.213.368.624,8.047.961.488,,13.0,6213368624.0,8047961488.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,14,1.871.706.879,6.201.330.726,,14.0,1871706879.0,6201330726.0
314,314,314,4. Phải trả người lao động,,658.430.890,13.637.155,,,658430890.0,13637155.0
315,315,315,5. Chi phí phải trả ngắn hạn,15,7.464.353.635,5.271.945.134,,15.0,7464353635.0,5271945134.0
319,319,319,6. Phải trả ngắn hạn khác,16,59.784.220.110,57.777.389.650,,16.0,59784220110.0,57777389650.0
321,321,321,7. Dự phòng phải trả ngắn hạn,17,319.000.026,148.596.098,,17.0,319000026.0,148596098.0
322,322,322,8. Quỹ khen thưởng phúc lợi,,6.458.303.282,6.458.303.282,,,6458303282.0,6458303282.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.323.517.424.446,4.093.570.583.968,,,5323517424446.0,4093570583968.0
410,410,410,I. Vốn chủ sở hữu,18,5.323.517.424.446,4.093.570.583.968,,18.0,5323517424446.0,4093570583968.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.319.859.680.000,3.679.859.680.000,,,4319859680000.0,3679859680000.0
411a,411a,411a,Cổ đông phố thông có quyền biểu quyết,,4.319.859.680.000,3.679.859.680.000,,,4319859680000.0,3679859680000.0
412,412,412,2. Thặng dư vốn cổ phần,,161.922.351.645,1.976.351.645,,,161922351645.0,1976351645.0
418,418,418,3. Quỹ đầu tư phát triển,,19.572.915.034,19.572.915.034,,,19572915034.0,19572915034.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,822.162.477.767,392.161.637.289,,,822162477767.0,392161637289.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,392.161.637.289,273.693.381.156,,,392161637289.0,273693381156.0
421b,421b,421b,LNST chưa phân phối năm nay,,430.000.840.478,118.468.256.133,,,430000840478.0,118468256133.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.771.764.067.676,4.674.002.384.425,,,5771764067676.0,4674002384425.0
