row_label_raw,row_label_full,Code,ITEMS,Note,Year 2025,Year 2024,numeric__ITEMS,numeric__Note,numeric__Year 2025,numeric__Year 2024
,,,,,VND,VND,,,,
50,50,50,Net cash flows in the year,,"(51,156,905,504)","(585,566,150)",,,,
60,60,60,Cash and cash equivalents at the beginning of the year,,"65,575,823,672","66,773,892,331",,,,
61,60 > 61,61,Effect of exchange rate fluctuations,,"26,813","(612,502,509)",,,26.813,
70,70,70,Cash and cash equivalents at the end of the year,,"14,418,944,981","65,575,823,672",,,,
