row_label_raw,row_label_full,VAY,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ
VAY,VAY,VAY,VND,VND,VND,VND,VND,VND,,,,,,
Bên liên quan,VAY > Bên liên quan,Bên liên quan,-,-,159.435.000.000,159.435.000.000,-,-,,,159435000000.0,159435000000.0,,
+ Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,VAY > + Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,+ Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,-,-,32.500.000.000,32.500.000.000,-,-,,,32500000000.0,32500000000.0,,
+ Công ty TNHH Pruksa Việt Nam,VAY > + Công ty TNHH Pruksa Việt Nam,+ Công ty TNHH Pruksa Việt Nam,-,-,126.935.000.000,126.935.000.000,-,-,,,126935000000.0,126935000000.0,,
Bên khác,VAY > Bên khác,Bên khác,-,-,32.420.579.960,32.420.579.960,-,-,,,32420579960.0,32420579960.0,,
+ Ngân hàng TMCP Kỹ thương Việt Nam,VAY > + Ngân hàng TMCP Kỹ thương Việt Nam,+ Ngân hàng TMCP Kỹ thương Việt Nam,-,-,19.420.579.960,19.420.579.960,-,-,,,19420579960.0,19420579960.0,,
+ Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Hải Phòng,VAY > + Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Hải Phòng,+ Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Hải Phòng,-,-,13.000.000.000,13.000.000.000,-,-,,,13000000000.0,13000000000.0,,
,,,-,-,191.855.579.960,191.855.579.960,-,-,,,191855579960.0,191855579960.0,,
