row_label_raw,row_label_full,col_0,Từ 1 năm trở xuống,Trên 1 năm đến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 năm trở xuống,numeric__Trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,,,,
Vay và nợ,Vay và nợ,Vay và nợ,-,-,-,-,,,,
"Phải trả người bán, phải trả khác","Vay và nợ > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",554.290.026.574,-,-,554.290.026.574,554290026574.0,,,554290026574.0
Chi phí phải trả,Vay và nợ > Chi phí phải trả,Chi phí phải trả,5.271.945.134,-,-,5.271.945.134,5271945134.0,,,5271945134.0
,,,559.561.971.708,-,-,559.561.971.708,559561971708.0,,,559561971708.0
