row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,445.908.192.715,127.189.331.525,,,445908192715.0,127189331525.0
01,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,(380.007.200.802),(103.552.594.763),,,-380007200802.0,-103552594763.0
02,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và bắt động sản đầu tư,,3.112.877.896,2.150.809.548,,,3112877896.0,2150809548.0
03,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,30.441.296.232,1.320.388.930,,,30441296232.0,1320388930.0
04,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,3.699.220.526,4.377.026.983,,,3699220526.0,4377026983.0
05,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(418.354.758.131),(111.400.820.224),,,-418354758131.0,-111400820224.0
06,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,1.094.162.675,-,,,1094162675.0,
08,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,65.900.991.913,23.636.736.762,,,65900991913.0,23636736762.0
09,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,(21.022.528.484),(44.733.752.909),,,-21022528484.0,-44733752909.0
10,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,70.198.063.540,(132.310.409.740),,,70198063540.0,-132310409740.0
11,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(131.754.281.132),432.889.706.195,,,-131754281132.0,432889706195.0
12,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,965.139.243,(1.001.491.600),,,965139243.0,-1001491600.0
14,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(1.094.162.675),-,,,-1094162675.0,
15,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(20.207.879.599),(1.777.449.096),,,-20207879599.0,-1777449096.0
20,I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(37.014.657.194),276.703.339.612,,,-37014657194.0,276703339612.0
II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21,21,"1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,-,(20.657.715.026),,,,-20657715026.0
