row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025,01/01/2025,numeric__ASSETS,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,ASSETS,Note,VND,VND,,,,
100,100,100,A. CURRENT ASSETS,,"1,051,622,725,910","1,225,760,500,888",,,,
110,100 > 110,110,I. Cash and cash equivalents,03,"14,418,944,981","65,575,823,672",,3.0,,
111,111,111,I. Cash,,"14,418,944,981","65,575,823,672",,,,
120,111 > 120,120,II. Short-term investments,04,"597,254,395,238","668,108,888,909",,4.0,,
123,123,123,1. Held-to-maturity investments,,"597,254,395,238","668,108,888,909",,,,
130,130,130,III. Short-term receivables,,"114,693,066,442","82,209,240,154",,,,
131,130 > 131,131,1. Short-term trade receivables,05,"86,370,000,000","72,197,131,800",,5.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,06,"20,114,605,372","475,445,924",,6.0,,
136,130 > 136,136,3. Other short-term receivables,07,"8,208,461,070","9,536,662,430",,7.0,,
140,130 > 140,140,IV. Inventories,08,"316,147,611,706","386,371,652,862",,8.0,,
141,141,141,1. Inventories,,"317,569,900,634","387,767,964,174",,,,
149,149,149,2. Provision for devaluation of inventories (*),,"(1,422,288,928)","(1,396,311,312)",,,,
150,150,150,V. Other short-term assets,,"9,108,707,543","23,494,895,291",,,,
151,150 > 151,151,1. Short-term prepaid expenses,10,"640,910,696","1,482,099,834",,10.0,,
152,152,152,2. Deductible VAT,,"8,467,796,847","22,012,795,457",,,,
200,200,200,B. NON-CURRENT ASSETS,,"4,720,141,341,766","3,448,241,883,537",,,,
210,210,210,I. Long-term receivables,,-,"120,000,000",,,,
216,210 > 216,216,1. Other long-term receivables,07,-,"120,000,000",,7.0,,
220,220,220,II. Fixed assets,,"20,718,042,216","23,877,719,194",,,,
221,220 > 221,221,1. Tangible fixed assets,09,"20,718,042,216","23,877,719,194",,9.0,,
222,222,222,- Historical cost,,"28,479,327,909","28,558,031,613",,,,
223,223,223,- Accumulated depreciation,,"(7,761,285,693)","(4,680,312,419)",,,,
250,223 > 250,250,III. Long-term investments,04,"4,699,042,182,598","3,423,739,097,286",,4.0,,
251,251,251,1. Investments in subsidiaries,,"4,729,287,097,286","1,059,032,297,286",,,,
252,252,252,2. Investments in joint ventures and associates,,-,"2,364,706,800,000",,,,
254,254,254,3. Provision for devaluation of long-term investments,,"(30,244,914,688)",-,,,,
260,260,260,IV. Other long-term assets,,"381,116,952","505,067,057",,,,
261,260 > 261,261,1. Long-term prepaid expenses,10,"381,116,952","505,067,057",,10.0,,
270,270,270,TOTAL ASSETS,,"5,771,764,067,676","4,674,002,384,425",,,,
