row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,,
Tổng lợi nhuận kế toán trước thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,445.908.192.715,127.189.331.525,445908192715.0,127189331525.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,20.467.832.071,3.183.973.542,20467832071.0,3183973542.0
- Chi phí không hợp lệ,Thuế TNDN từ hoạt động kinh doanh chính > - Chi phí không hợp lệ,- Chi phí không hợp lệ,20.467.832.071,3.183.973.542,20467832071.0,3183973542.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(386.839.263.600),(86.767.928.109),-386839263600.0,-86767928109.0
"- Cổ tức, lợi nhuận được chia","Thuế TNDN từ hoạt động kinh doanh chính > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(386.839.263.600),(86.767.928.109),-386839263600.0,-86767928109.0
Thu nhập chịu thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,79.536.761.186,43.605.376.958,79536761186.0,43605376958.0
Chi phí thuế TNDN hiện hành (thuế suất 20%),Thuế TNDN từ hoạt động kinh doanh chính > Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),15.907.352.237,8.721.075.392,15907352237.0,8721075392.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,6.103.164.944,(840.461.352),6103164944.0,-840461352.0
Thuế TNDN đã nộp trong năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(20.207.879.599),(1.777.449.096),-20207879599.0,-1777449096.0
Tổng thuế TNDN phải nộp cuối năm,Thuế TNDN từ hoạt động kinh doanh chính > Tổng thuế TNDN phải nộp cuối năm,Tổng thuế TNDN phải nộp cuối năm,1.802.637.582,6.103.164.944,1802637582.0,6103164944.0
29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ,,
,,,Năm 2025,Năm 2024,,
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",850.765.493,722.878.237,850765493.0,722878237.0
Chi phí nhân công,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ > Chi phí nhân công,Chi phí nhân công,9.513.666.336,8.283.739.483,9513666336.0,8283739483.0
Chi phí khấu hao tài sản cố định,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,3.112.877.896,2.150.809.548,3112877896.0,2150809548.0
Chi phí dịch vụ mua ngoài,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.020.071.236,6.238.196.282,7020071236.0,6238196282.0
Chi phí khác bằng tiền,29. CHI PHÍ SẢN XUẤT KINH DOANH THEO YÊU TỐ > Chi phí khác bằng tiền,Chi phí khác bằng tiền,22.041.322.469,19.620.858.155,22041322469.0,19620858155.0
,,,42.538.703.430,37.016.481.705,42538703430.0,37016481705.0
