row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,20,699.602.810.860,521.410.548.695,,20.0,699602810860.0,521410548695.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,699.602.810.860,521.410.548.695,,,699602810860.0,521410548695.0
11,02 > 11,11,4. Giá vốn hàng bán,21,591.664.009.268,468.797.124.675,,21.0,591664009268.0,468797124675.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,107.938.801.592,52.613.424.020,,,107938801592.0,52613424020.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,22,420.902.511.565,113.593.131.255,,22.0,420902511565.0,113593131255.0
22,02 > 22,22,7. Chi phí tài chính,23,45.885.474.127,9.114.402.444,,23.0,45885474127.0,9114402444.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,1.094.162.675,-,,,1094162675.0,
25,02 > 25,25,8. Chi phí bán hàng,24,35.228.005.897,31.607.913.376,,24.0,35228005897.0,31607913376.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,25,7.709.856.963,4.983.244.858,,25.0,7709856963.0,4983244858.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,440.017.976.170,120.500.994.597,,,440017976170.0,120500994597.0
31,02 > 31,31,11. Thu nhập khác,26,6.300.700.851,7.914.246.452,,26.0,6300700851.0,7914246452.0
32,02 > 32,32,12. Chi phí khác,27,410.484.306,1.225.909.524,,27.0,410484306.0,1225909524.0
40,02 > 40,40,13. Lợi nhuận khác,,5.890.216.545,6.688.336.928,,,5890216545.0,6688336928.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,445.908.192.715,127.189.331.525,,,445908192715.0,127189331525.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,28,15.907.352.237,8.721.075.392,,28.0,15907352237.0,8721075392.0
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,430.000.840.478,118.468.256.133,,,430000840478.0,118468256133.0
