row_label_raw,row_label_full,col_0,31/12/2025,01/01/2025,numeric__31/12/2025,numeric__01/01/2025
,,,VND,VND,,
- Sales bonus expenses payable to collaborators,- Sales bonus expenses payable to collaborators,- Sales bonus expenses payable to collaborators,"486,360,000","317,859,000",,
- Bonus expenses payable to agents,- Bonus expenses payable to agents,- Bonus expenses payable to agents,"6,695,363,635","4,565,636,134",,
- Bonus expenses for vehicle sales staff and the company's support departments,- Bonus expenses for vehicle sales staff and the company's support departments,- Bonus expenses for vehicle sales staff and the company's support departments,"182,630,000","242,750,000",,
- Other accrued expenses,- Other accrued expenses,- Other accrued expenses,"100,000,000","145,700,000",,
,,,"7,464,353,635","5,271,945,134",,
16. SHORT - TERM OTHER PAYABLES,16. SHORT - TERM OTHER PAYABLES,16. SHORT - TERM OTHER PAYABLES,16. SHORT - TERM OTHER PAYABLES,16. SHORT - TERM OTHER PAYABLES,,
,,,31/12/2025,01/01/2025,,
,,,VND,VND,,
- Social insurance,- Social insurance,- Social insurance,"5,366,550","3,450,300",,
- Pruksa International Company Limited (*),- Pruksa International Company Limited (*),- Pruksa International Company Limited (*),"59,638,397,000","57,770,811,000",,
- Others,- Others,- Others,"140,456,560","3,128,350",,
,,,"59,784,220,110","57,777,389,650",,
