row_label_raw,row_label_full,col_0,Ticker symbol,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__Ticker symbol,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
,,,Ticker symbol,Original cost,Fair value,Provision,Original cost,Fair value,Provision,,,,,,,
,,,Ticker symbol,VND,VND,VND,VND,VND,VND,,,,,,,
Investments in subsidiaries,Investments in subsidiaries,Investments in subsidiaries,,"4,729,287,097,286","6,996,576,244,500","(30,244,914,688)","1,059,032,297,286",-,-,,,,,,,
- Hoang Giang Service Development Joint Stock Company (1),- Hoang Giang Service Development Joint Stock Company (1),- Hoang Giang Service Development Joint Stock Company (1),,"493,692,595,606",,-,"493,692,595,606",,-,,,,,,,
- Pruksa Vietnam Company Limited (2),- Pruksa Vietnam Company Limited (2),- Pruksa Vietnam Company Limited (2),,"565,339,701,680",,"(30,244,914,688)","565,339,701,680",,-,,,,,,,
- HHS Capital Jont Stock Company (3),- HHS Capital Jont Stock Company (3),- HHS Capital Jont Stock Company (3),,"1,305,548,000,000",,-,-,,-,,,,,,,
- CRV Real Estate Group Joint Stock Company (4),- CRV Real Estate Group Joint Stock Company (4),- CRV Real Estate Group Joint Stock Company (4),CRV,"2,364,706,800,000","6,996,576,244,500",-,-,,-,,,,,,,
Investments in joint ventures and associates,Investments in joint ventures and associates,Investments in joint ventures and associates,,-,-,,"2,364,706,800,000",-,-,,,,,,,
- CRV Real Estate Group Joint Stock Company,- CRV Real Estate Group Joint Stock Company,- CRV Real Estate Group Joint Stock Company,,-,,-,"2,364,706,800,000",,-,,,,,,,
,,,,"4,729,287,097,286","6,996,576,244,500","(30,244,914,688)","3,423,739,097,286",-,-,,,,,,,
