row_label_raw,row_label_full,col_0,Under 1 year,From 1 to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 to 5 years,numeric__Over 5 years,numeric__Total
As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,VND,VND,VND,VND,,,,
Borrowings and debts,Borrowings and debts,Borrowings and debts,-,-,-,-,,,,
Trade and other payables,Trade and other payables,Trade and other payables,"425,261,479,894",-,-,"425,261,479,894",,,,
Accrued expenses,Accrued expenses,Accrued expenses,"7,464,353,635",-,-,"7,464,353,635",,,,
,,,"432,725,833,529",-,-,"432,725,833,529",,,,
As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,,,,
Borrowings and debts,Borrowings and debts,Borrowings and debts,-,-,-,-,,,,
Trade and other payables,Trade and other payables,Trade and other payables,"554,290,026,574",-,-,"554,290,026,574",,,,
Accrued expenses,Accrued expenses,Accrued expenses,"5,271,945,134",-,-,"5,271,945,134",,,,
,,,"559,561,971,708",-,-,"559,561,971,708",,,,
