row_label_raw,row_label_full,col_0,01/01/2025,01/01/2025_1,During the year,During the year_1,31/12/2025,31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1,numeric__During the year,numeric__During the year_1,numeric__31/12/2025,numeric__31/12/2025_1
,,,Outstanding balance,Amount can be paid,Increase,Decrease,Outstanding balance,Amount can be paid,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
Related parties,Related parties,Related parties,-,-,"159,435,000,000","159,435,000,000",-,-,,,,,,
+ Hoang Giang Service Development Joint Stock Company,+ Hoang Giang Service Development Joint Stock Company,+ Hoang Giang Service Development Joint Stock Company,-,-,"32,500,000,000","32,500,000,000",-,-,,,,,,
+ Pruksa Vietnam Company Limited,+ Pruksa Vietnam Company Limited,+ Pruksa Vietnam Company Limited,-,-,"126,935,000,000","126,935,000,000",-,-,,,,,,
Other,Other,Other,-,-,"32,420,579,960","32,420,579,960",-,-,,,,,,
+ Vietnam Technological and Commercial Joint Stock Bank,+ Vietnam Technological and Commercial Joint Stock Bank,+ Vietnam Technological and Commercial Joint Stock Bank,-,-,"19,420,579,960","19,420,579,960",-,-,,,,,,
+ Saigon Thuong Tin Commercial Joint Stock Bank - Hai Phong Branch,+ Saigon Thuong Tin Commercial Joint Stock Bank - Hai Phong Branch,+ Saigon Thuong Tin Commercial Joint Stock Bank - Hai Phong Branch,-,-,"13,000,000,000","13,000,000,000",-,-,,,,,,
,,,-,-,"191,855,579,960","191,855,579,960",-,-,,,,,,
