row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Interest income,Interest income,Interest income,"31,562,293,613","24,628,910,115",,
Dividends or profits received,Dividends or profits received,Dividends or profits received,"386,839,263,600","86,767,928,109",,
Gain on exchange difference in the year,Gain on exchange difference in the year,Gain on exchange difference in the year,"992,334,104","171,649,351",,
Other financial income,Other financial income,Other financial income,"1,508,620,248","2,024,643,680",,
,,,"420,902,511,565","113,593,131,255",,
In which: Financial income received from related parties,In which: Financial income received from related parties,In which: Financial income received from related parties,"386,839,263,600","86,767,928,109",,
