row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,Số phát sinh trong nămTriệu VND,Số đã nộp trong nămTriệu VND,31/12/2018Triệu VND,numeric__31/12/2017Triệu VND,numeric__Số phát sinh trong nămTriệu VND,numeric__Số đã nộp trong nămTriệu VND,numeric__31/12/2018Triệu VND
Phải thu Ngân sách Nhà nước,Phải thu Ngân sách Nhà nước,Phải thu Ngân sách Nhà nước,Phải thu Ngân sách Nhà nước,Phải thu Ngân sách Nhà nước,Phải thu Ngân sách Nhà nước,Phải thu Ngân sách Nhà nước,,,,
Thuế thu nhập doanh nghiệp,Phải thu Ngân sách Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,45.026,(45.026),-,-,45026.0,-45026.0,,
Thuế khác,Phải thu Ngân sách Nhà nước > Thuế khác,Thuế khác,-,-,29,29,,,29.0,29.0
Phải trả Ngân sách Nhà nước,Phải trả Ngân sách Nhà nước,Phải trả Ngân sách Nhà nước,Phải trả Ngân sách Nhà nước,Phải trả Ngân sách Nhà nước,Phải trả Ngân sách Nhà nước,Phải trả Ngân sách Nhà nước,,,,
Thuế giá trị gia tăng,Phải trả Ngân sách Nhà nước > Thuế giá trị gia tăng,Thuế giá trị gia tăng,25.854,74.725,(88.269),12.310,25854.0,74725.0,-88269.0,12310.0
Thuế thu nhập doanh nghiệp,Phải trả Ngân sách Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,37.642,139.461,(24.595),152.508,37642.0,139461.0,-24595.0,152508.0
Các loại thuế khác,Phải trả Ngân sách Nhà nước > Các loại thuế khác,Các loại thuế khác,4.149,95.150,(93.142),6.157,4149.0,95150.0,-93142.0,6157.0
,,,67.645,309.336,(206.006),170.975,67645.0,309336.0,-206006.0,170975.0
