row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
XI,XI,XI,Tài sản Có khác,19,20.365.295,15.966.366,,19.0,20365295.0,15966366.0
1,1,1,Các khoản phải thu,,11.005.649,7.790.470,,,11005649.0,7790470.0
2,2,2,"Các khoản lãi, phí phải thu",,3.137.733,3.376.869,,,3137733.0,3376869.0
3,3,3,Tài sản có khác,,7.107.427,5.401.531,,,7107427.0,5401531.0
,,,Trong đó: Lợi thế thương mại,,65.036,75.018,,,65036.0,75018.0
4,4,4,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(885.514),(602.504),,,-885514.0,-602504.0
,,,TỔNG TÀI SẢN,,137.768.688,112.238.978,,,137768688.0,112238978.0
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,,,,,,,
,,,NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNNVN,20,9.708.388,2.019.657,,20.0,9708388.0,2019657.0
II,B > II,II,Tiền gửi và vay các TCTD khác,21,37.670.811,29.534.151,,21.0,37670811.0,29534151.0
1,B > 1,1,Tiền gửi của các TCTD khác,,21.870.789,12.864.957,,,21870789.0,12864957.0
2,B > 2,2,Vay các TCTD khác,,15.800.022,16.669.194,,,15800022.0,16669194.0
III,B > III,III,Tiền gửi của khách hàng,22,63.528.770,56.848.515,,22.0,63528770.0,56848515.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,9,162.292,52.724,,9.0,162292.0,52724.0
V,B > V,V,Phát hành giấy tờ có giá,23,8.414.977,7.348.899,,23.0,8414977.0,7348899.0
VI,B > VI,VI,Các khoản nợ khác,24,4.463.296,2.713.090,,24.0,4463296.0,2713090.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,1.323.308,1.427.292,,,1323308.0,1427292.0
2,B > 2,2,Các khoản phải trả và công nợ khác,,3.139.988,1.285.798,,,3139988.0,1285798.0
,,,TỔNG NỘ PHẢI TRẢ,,123.948.534,98.517.036,,,123948534.0,98517036.0
