row_label_raw,row_label_full,Tài khoản tiền gửi thanh toán tại NHNNVN,31/12/2018Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN,31/12/2017Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN,numeric__31/12/2018Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN,numeric__31/12/2017Triệu VND > Tài khoản tiền gửi thanh toán tại NHNNVN
Bằng VND,Bằng VND,Bằng VND,1.639.223,3.110.105,1639223.0,3110105.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,767.123,337.999,767123.0,337999.0
,,,2.406.346,3.448.104,2406346.0,3448104.0
