row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,%,31/12/2017Triệu VND,%_1,numeric__31/12/2018Triệu VND,numeric__%,numeric__31/12/2017Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",1.022.254,"2,10%",309.356,"0,85%",1022254.0,0.021,309356.0,0.0085
Khai khoáng,Khai khoáng,Khai khoáng,823.846,"1,69%",277.218,"0,77%",823846.0,0.0169,277218.0,0.0077
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,624.052,"1,28%",317.737,"0,88%",624052.0,0.0128,317737.0,0.0088
"Sản xuất, chế biến lương thực thực phẩm,dồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,dồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,dồ uống, thức ăn chăn nuôi",443.812,"0,91%",897.300,"2,48%",443812.0,0.0091,897300.0,0.0248
"Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục",242.217,"0,50%",269.792,"0,75%",242217.0,0.005,269792.0,0.0075
"Khai thác và sơ chế gỗ, chế biến gỗ, sản xuấtsản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuấtsản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuấtsản phẩm từ gỗ và lâm sản khác",106.708,"0,22%",78.129,"0,22%",106708.0,0.0022,78129.0,0.0022
Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,127.980,"0,26%",129.114,"0,36%",127980.0,0.0026,129114.0,0.0036
"Sản xuất thuốc, hoá được, được liệu; cao su, nhựa,phân bón, hoá chất","Sản xuất thuốc, hoá được, được liệu; cao su, nhựa,phân bón, hoá chất","Sản xuất thuốc, hoá được, được liệu; cao su, nhựa,phân bón, hoá chất",472.933,"0,97%",458.580,"1,27%",472933.0,0.0097,458580.0,0.0127
"Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matitvà các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matitvà các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matitvà các chất tương tự)",155.009,"0,32%",87.292,"0,24%",155009.0,0.0032,87292.0,0.0024
Sản suất thép thành phẩm,Sản suất thép thành phẩm,Sản suất thép thành phẩm,35.871,"0,07%",87.151,"0,24%",35871.0,0.0007000000000000001,87151.0,0.0024
Sản suất phối thép,Sản suất phối thép,Sản suất phối thép,13.278,"0,03%",14.232,"0,04%",13278.0,0.0003,14232.0,0.0004
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,333.454,"0,68%",432.163,"1,19%",333454.0,0.0068000000000000005,432163.0,0.011899999999999999
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy",366.740,"0,75%",390.519,"1,08%",366740.0,0.0075,390519.0,0.0108
"Sản xuất điện tử, thiết bị điện, máy vi tính quang học,thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học,thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học,thiết bị viễn thông",1.000.070,"2,05%",631.796,"1,74%",1000070.0,0.020499999999999997,631796.0,0.0174
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",193.481,"0,40%",192.412,"0,53%",193481.0,0.004,192412.0,0.0053
"Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế,giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế,giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế,giáo dục, thể dục thể thao",3.763,"0,01%",11.486,"0,03%",3763.0,0.0001,11486.0,0.0003
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",1.290.173,"2,65%",209.987,"0,58%",1290173.0,0.0265,209987.0,0.0058
Xây dựng,Xây dựng,Xây dựng,2.771.981,"5,68%",2.585.028,"7,14%",2771981.0,0.056799999999999996,2585028.0,0.07139999999999999
Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,4.060.024,"8,33%",3.217.819,"8,89%",4060024.0,0.0833,3217819.0,0.0889
"Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa được, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa được, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóachất khác, thuốc, hóa được, được liệu, thiết bị y tế",284.950,"0,58%",134.786,"0,37%",284950.0,0.0058,134786.0,0.0037
"Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt",1.229.329,"2,52%",776.210,"2,14%",1229329.0,0.0252,776210.0,0.021400000000000002
"Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổnghợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổnghợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổnghợp khác",1.156.519,"2,37%",677.547,"1,87%",1156519.0,0.023700000000000002,677547.0,0.0187
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,952.294,"1,95%",686.050,"1,89%",952294.0,0.0195,686050.0,0.0189
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,268.801,"0,55%",435.856,"1,20%",268801.0,0.0055000000000000005,435856.0,0.012
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,236.608,"0,49%",260.415,"0,72%",236608.0,0.0049,260415.0,0.0072
"Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống,vui chơi giải trí",167.105,"0,34%",148.381,"0,41%",167105.0,0.0034000000000000002,148381.0,0.0040999999999999995
Kinh doanh bắt động sản và cơ sở hạ tầng,Kinh doanh bắt động sản và cơ sở hạ tầng,Kinh doanh bắt động sản và cơ sở hạ tầng,19.512.395,"40,01%",12.223.165,"33,75%",19512395.0,0.40009999999999996,12223165.0,0.3375
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,725.046,"1,49%",653.568,"1,80%",725046.0,0.0149,653568.0,0.018000000000000002
"Dịch vụ công nghệ, khoa học công nghệ, dịch vụhành chính, hỗ trợ, giáo dục y tế, thông tin và truyềnthông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụhành chính, hỗ trợ, giáo dục y tế, thông tin và truyềnthông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụhành chính, hỗ trợ, giáo dục y tế, thông tin và truyềnthông khác",453.473,"0,93%",431.695,"1,19%",453473.0,0.009300000000000001,431695.0,0.011899999999999999
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,190.003,"0,39%",77.265,"0,21%",190003.0,0.0039000000000000003,77265.0,0.0021
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,798.085,"1,64%",718.736,"1,98%",798085.0,0.016399999999999998,718736.0,0.019799999999999998
Ngành khác,Ngành khác,Ngành khác,8.699.989,"17,84%",8.391.918,"23,17%",8699989.0,0.1784,8391918.0,0.23170000000000002
,,,48.762.243,"100,00%",36.212.703,"100,00%",48762243.0,1.0,36212703.0,1.0
