row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị dụng cụ quản lý Triệu VND,Các tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị dụng cụ quản lý Triệu VND,numeric__Các tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,39.799,382.246,88.446,84.223,837,595.551,39799.0,382246.0,88446.0,84223.0,837.0,595551.0
Mua sắm trong năm,Nguyên giá > Mua sắm trong năm,Mua sắm trong năm,-,39.822,-,9.348,35,49.205,,39822.0,,9348.0,35.0,49205.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(4.475),(12.373),(2.404),(3.228),-,(22.480),-4475.0,-12373.0,-2404.0,-3228.0,,-22480.0
Giảm khác trong năm,Nguyên giá > Giảm khác trong năm,Giảm khác trong năm,-,(44),-,-,-,(44),,-44.0,,,,-44.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,35.324,409.651,86.042,90.343,872,622.232,35324.0,409651.0,86042.0,90343.0,872.0,622232.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,16.532,306.200,55.096,74.377,754,452.959,16532.0,306200.0,55096.0,74377.0,754.0,452959.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,913,42.628,8.206,8.399,66,60.212,913.0,42628.0,8206.0,8399.0,66.0,60212.0
Thanh lý trong năm,Hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(2.659),(10.647),(2.048),(3.097),-,(18.451),-2659.0,-10647.0,-2048.0,-3097.0,,-18451.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,14.786,338.181,61.254,79.679,820,494.720,14786.0,338181.0,61254.0,79679.0,820.0,494720.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,23.267,76.046,33.350,9.846,83,142.592,23267.0,76046.0,33350.0,9846.0,83.0,142592.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,20.538,71.470,24.788,10.664,52,127.512,20538.0,71470.0,24788.0,10664.0,52.0,127512.0
