row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
Thu nhập hoạt động kinh doanh khác,Thu nhập hoạt động kinh doanh khác,Thu nhập hoạt động kinh doanh khác,Thu nhập hoạt động kinh doanh khác,Thu nhập hoạt động kinh doanh khác,,
Thu từ nợ đã xử lý rủi ro,Thu nhập hoạt động kinh doanh khác > Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,318.993,64.645,318993.0,64645.0
Thu từ cho thuê văn phòng,Thu nhập hoạt động kinh doanh khác > Thu từ cho thuê văn phòng,Thu từ cho thuê văn phòng,92.395,85.876,92395.0,85876.0
Thu từ nghiệp vụ mua bán nợ,Thu nhập hoạt động kinh doanh khác > Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,39.537,197,39537.0,197.0
"Thu nhập từ thanh lý tài sản cố định, bất động sản","Thu nhập hoạt động kinh doanh khác > Thu nhập từ thanh lý tài sản cố định, bất động sản","Thu nhập từ thanh lý tài sản cố định, bất động sản",12.108,205.133,12108.0,205133.0
Thu nhập khác,Thu nhập hoạt động kinh doanh khác > Thu nhập khác,Thu nhập khác,197.040,107.650,197040.0,107650.0
,,,660.073,463.501,660073.0,463501.0
Chi phí hoạt động kinh doanh khác,Chi phí hoạt động kinh doanh khác,Chi phí hoạt động kinh doanh khác,Chi phí hoạt động kinh doanh khác,Chi phí hoạt động kinh doanh khác,,
Chi phí từ thanh lý công cụ dụng cụ,Chi phí hoạt động kinh doanh khác > Chi phí từ thanh lý công cụ dụng cụ,Chi phí từ thanh lý công cụ dụng cụ,(218),(1.890),-218.0,-1890.0
Chi về nghiệp vụ mua bán nợ,Chi phí hoạt động kinh doanh khác > Chi về nghiệp vụ mua bán nợ,Chi về nghiệp vụ mua bán nợ,-,(2),,-2.0
Chi phí khác,Chi phí hoạt động kinh doanh khác > Chi phí khác,Chi phí khác,(69.411),(80.226),-69411.0,-80226.0
,,,(69.629),(82.118),-69629.0,-82118.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động kinh doanh khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,590.444,381.383,590444.0,381383.0
