row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018 Triệu VND,31/12/2017 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018 Triệu VND,numeric__31/12/2017 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",5,2.337.874,1.996.872,,5.0,2337874.0,1996872.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),6,2.406.346,3.448.104,,6.0,2406346.0,3448104.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,7,22.689.332,8.602.306,,7.0,22689332.0,8602306.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,17.443.367,7.631.132,,,17443367.0,7631132.0
2,A > 2,2,Cho vay các TCTD khác,,5.367.666,1.082.257,,,5367666.0,1082257.0
3,A > 3,3,Dự phòng rủi ro,,(121.701),(111.083),,,-121701.0,-111083.0
IV,A > IV,IV,Chứng khoán kinh doanh,8,51.921,65.995,,8.0,51921.0,65995.0
1,A > 1,1,Chứng khoán kinh doanh,,127.927,127.927,,,127927.0,127927.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(76.006),(61.932),,,-76006.0,-61932.0
V,A > V,V,Cho vay khách hàng,,47.768.344,35.783.876,,,47768344.0,35783876.0
1,A > 1,1,Cho vay khách hàng,10,48.762.243,36.212.703,,10.0,48762243.0,36212703.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,11,(993.899),(428.827),,11.0,-993899.0,-428827.0
VI,A > VI,VI,Hoạt động mua nợ,12,25.616,32.857,,12.0,25616.0,32857.0
1,A > 1,1,Mua nợ,,42.148,41.046,,,42148.0,41046.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(16.532),(8.189),,,-16532.0,-8189.0
VII,A > VII,VII,Chứng khoán đầu tư,13,40.695.552,44.901.863,,13.0,40695552.0,44901863.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,38.353.625,36.941.181,,,38353625.0,36941181.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,3.313.919,9.319.142,,,3313919.0,9319142.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(971.992),(1.358.460),,,-971992.0,-1358460.0
VIII,A > VIII,VIII,"Góp vốn, đầu tư dài hạn",14,10.036,9.251,,14.0,10036.0,9251.0
1,A > 1,1,Đầu tư dài hạn khác,,10.036,9.251,,,10036.0,9251.0
IX,A > IX,IX,Tài sản cố định (“TSCĐ”),,330.715,572.458,,,330715.0,572458.0
1,A > 1,1,Tài sản cố định hữu hình,15,163.240,127.512,,15.0,163240.0,127512.0
a,A > a,a,Nguyên giá,,707.431,622.232,,,707431.0,622232.0
b,A > b,b,Giá trị hao mòn lũy kế,,(544.191),(494.720),,,-544191.0,-494720.0
2,A > 2,2,Tài sản cố định thuê tài chính,16,-,263.282,,16.0,,263282.0
a,A > a,a,Nguyên giá,,-,312.780,,,,312780.0
b,A > b,b,Giá trị hao mòn lũy kế,,-,(49.498),,,,-49498.0
3,A > 3,3,Tài sản cố định vô hình,17,167.475,181.664,,17.0,167475.0,181664.0
a,A > a,a,Nguyên giá,,454.511,420.827,,,454511.0,420827.0
b,A > b,b,Giá trị hao mòn lũy kế,,(287.036),(239.163),,,-287036.0,-239163.0
X,A > X,X,Bất động sản đầu tư,18,1.087.657,859.030,,18.0,1087657.0,859030.0
a,A > a,a,Nguyên giá,,1.251.850,998.650,,,1251850.0,998650.0
b,A > b,b,Giá trị hao mòn lũy kế,,(164.193),(139.620),,,-164193.0,-139620.0
