row_label_raw,row_label_full,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,numeric__VND tăng giá 1%so với USD và EURTriệu VND,numeric__VND giảm giá 1%so với USD và EURTriệu VND
USD,USD,USD,(17.690),17.690,-17690.0,17690.0
EUR,EUR,EUR,37,(37),37.0,-37.0
,,,(17.653),17.653,-17653.0,17653.0
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,,
Loại tiền tệ,Loại tiền tệ,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,,
USD,Loại tiền tệ > USD,USD,(10.926),10.926,-10926.0,10926.0
EUR,Loại tiền tệ > EUR,EUR,37,(37),37.0,-37.0
,,,(10.889),10.889,-10889.0,10889.0
