row_label_raw,row_label_full,col_0,col_1,2018Triệu VND,2017Triệu VND,numeric__col_1,numeric__2018Triệu VND,numeric__2017Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(138.929),(97.972),,-138929.0,-97972.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",29.940,257.366,,29940.0,257366.0
03,03,03,Tiền chi mua sắm bất động sản đầu tư,(500),19.635,,-500.0,19635.0
04,04,04,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(785),-,,-785.0,
05,05,05,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",565,274,,565.0,274.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,(109.709),179.303,,-109709.0,179303.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
01,01,01,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(30),(20),,-30.0,-20.0
02,02,02,Tiền chi mua cổ phiếu quỹ,(769.925),-,,-769925.0,
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(769.955),(20),,-769955.0,-20.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,9.107.604,5.606.121,,9107604.0,5606121.0
V,V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,12.853.983,7.247.862,,12853983.0,7247862.0
VI,VI,VI,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 37),21.961.587,12.853.983,,21961587.0,12853983.0
