row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Miền BắcTriệu VND > Tại ngày 31 tháng 12 năm 2018,Miền TrungTriệu VND > Tại ngày 31 tháng 12 năm 2018,Miền NamTriệu VND > Tại ngày 31 tháng 12 năm 2018,Tổng cộngTriệu VND > Tại ngày 31 tháng 12 năm 2018,numeric__Miền BắcTriệu VND > Tại ngày 31 tháng 12 năm 2018,numeric__Miền TrungTriệu VND > Tại ngày 31 tháng 12 năm 2018,numeric__Miền NamTriệu VND > Tại ngày 31 tháng 12 năm 2018,numeric__Tổng cộngTriệu VND > Tại ngày 31 tháng 12 năm 2018
Tài sản,Tài sản,Tài sản,113.528.175,6.129.031,18.111.483,137.768.689,113528175.0,6129031.0,18111483.0,137768689.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,100.597.686,5.979.256,17.371.592,123.948.534,100597686.0,5979256.0,17371592.0,123948534.0
Tài sản cố định - thuần,Tài sản cố định - thuần,Tài sản cố định - thuần,255.773,22.349,52.593,330.715,255773.0,22349.0,52593.0,330715.0
Năm 2018,Năm 2018,Năm 2018,Năm 2018,Năm 2018,Năm 2018,Năm 2018,,,,
Doanh thu,Năm 2018 > Doanh thu,Doanh thu,10.362.453,277.726,2.685.177,13.325.356,10362453.0,277726.0,2685177.0,13325356.0
Chi phí,Năm 2018 > Chi phí,Chi phí,9.580.318,417.699,2.274.562,12.272.579,9580318.0,417699.0,2274562.0,12272579.0
Lợi nhuận/(lỗ) trước thuế,Năm 2018 > Lợi nhuận/(lỗ) trước thuế,Lợi nhuận/(lỗ) trước thuế,782.135,(139.974),410.615,1.052.776,782135.0,-139974.0,410615.0,1052776.0
