row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
Phải thu từ các hợp đồng bán nợ cho đối tác (i),Các khoản phải thu > Phải thu từ các hợp đồng bán nợ cho đối tác (i),Phải thu từ các hợp đồng bán nợ cho đối tác (i),7.405.756,4.483.076,7405756.0,4483076.0
Đặt cọc thuê văn phòng,Các khoản phải thu > Đặt cọc thuê văn phòng,Đặt cọc thuê văn phòng,709.669,583.516,709669.0,583516.0
Phải thu từ các hợp đồng tài trợ thương mại,Các khoản phải thu > Phải thu từ các hợp đồng tài trợ thương mại,Phải thu từ các hợp đồng tài trợ thương mại,963.474,747.479,963474.0,747479.0
Các khoản tạm ứng và phải thu khác,Các khoản phải thu > Các khoản tạm ứng và phải thu khác,Các khoản tạm ứng và phải thu khác,567.203,548.348,567203.0,548348.0
Phải thu từ các hợp đồng bán nợ khác (ii),Các khoản phải thu > Phải thu từ các hợp đồng bán nợ khác (ii),Phải thu từ các hợp đồng bán nợ khác (ii),535.678,535.678,535678.0,535678.0
Các khoản tạm ứng để hoạt động nghiệp vụ,Các khoản phải thu > Các khoản tạm ứng để hoạt động nghiệp vụ,Các khoản tạm ứng để hoạt động nghiệp vụ,328.274,416.342,328274.0,416342.0
Tạm ứng cho các hoạt động xử lý tài sản xiết nợ (iii),Các khoản phải thu > Tạm ứng cho các hoạt động xử lý tài sản xiết nợ (iii),Tạm ứng cho các hoạt động xử lý tài sản xiết nợ (iii),228.081,194.967,228081.0,194967.0
Phải thu từ thoái vốn đầu tư,Các khoản phải thu > Phải thu từ thoái vốn đầu tư,Phải thu từ thoái vốn đầu tư,119.963,119.963,119963.0,119963.0
"Mua sắm, sửa chữa lớn tài sản cố định","Các khoản phải thu > Mua sắm, sửa chữa lớn tài sản cố định","Mua sắm, sửa chữa lớn tài sản cố định",147.522,116.075,147522.0,116075.0
Các khoản phải thu ngân sách Nhà nước (Thuyết minh 39),Các khoản phải thu > Các khoản phải thu ngân sách Nhà nước (Thuyết minh 39),Các khoản phải thu ngân sách Nhà nước (Thuyết minh 39),29,45.026,29.0,45026.0
,,,11.005.649,7.790.470,11005649.0,7790470.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,
Lãi phải thu từ tiền gửi,"Các khoản lãi, phí phải thu > Lãi phải thu từ tiền gửi",Lãi phải thu từ tiền gửi,23.193,5.597,23193.0,5597.0
Lãi phải thu từ chứng khoán đầu tư,"Các khoản lãi, phí phải thu > Lãi phải thu từ chứng khoán đầu tư",Lãi phải thu từ chứng khoán đầu tư,1.649.301,1.774.159,1649301.0,1774159.0
Lãi phải thu từ cho vay,"Các khoản lãi, phí phải thu > Lãi phải thu từ cho vay",Lãi phải thu từ cho vay,1.338.162,1.548.890,1338162.0,1548890.0
Lãi phải thu từ giao dịch phải sinh,"Các khoản lãi, phí phải thu > Lãi phải thu từ giao dịch phải sinh",Lãi phải thu từ giao dịch phải sinh,120.607,44.701,120607.0,44701.0
Phí phải thu,"Các khoản lãi, phí phải thu > Phí phải thu",Phí phải thu,6.470,3.522,6470.0,3522.0
,,,3.137.733,3.376.869,3137733.0,3376869.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,Tài sản có khác,Tài sản có khác,,
Vật liệu và công cụ,Tài sản có khác > Vật liệu và công cụ,Vật liệu và công cụ,31.927,39.335,31927.0,39335.0
Chi phí chờ phân bổ,Tài sản có khác > Chi phí chờ phân bổ,Chi phí chờ phân bổ,136.064,565.771,136064.0,565771.0
Tài sản nhận gán nợ,Tài sản có khác > Tài sản nhận gán nợ,Tài sản nhận gán nợ,4.342.007,2.876.207,4342007.0,2876207.0
Phải thu từ mua bán chứng khoán (iv),Tài sản có khác > Phải thu từ mua bán chứng khoán (iv),Phải thu từ mua bán chứng khoán (iv),2.214.356,1.845.119,2214356.0,1845119.0
Ủy thác đầu tư,Tài sản có khác > Ủy thác đầu tư,Ủy thác đầu tư,109,81,109.0,81.0
Thanh toán khác giữa các TCTD,Tài sản có khác > Thanh toán khác giữa các TCTD,Thanh toán khác giữa các TCTD,317.928,-,317928.0,
Lợi thế thương mại (v),Tài sản có khác > Lợi thế thương mại (v),Lợi thế thương mại (v),65.036,75.018,65036.0,75018.0
,,,7.107.427,5.401.531,7107427.0,5401531.0
Các khoản dự phòng rủi ro cho các tài sản Có khác (vi),Tài sản có khác > Các khoản dự phòng rủi ro cho các tài sản Có khác (vi),Các khoản dự phòng rủi ro cho các tài sản Có khác (vi),(885.514),(602.504),-885514.0,-602504.0
,,,20.365.295,15.966.366,20365295.0,15966366.0
