row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,,
VII,VỐN CHỦ SỞ HỮU > VII,VII,Vốn và các quỹ,25,,,,25.0,,
1,VỐN CHỦ SỞ HỮU > 1,1,Vốn,,11.109.953,11.879.878,,,11109953.0,11879878.0
a,VỐN CHỦ SỞ HỮU > a,a,Vốn điều lệ,,11.750.000,11.750.000,,,11750000.0,11750000.0
b,VỐN CHỦ SỞ HỮU > b,b,Vốn đầu tư xây dựng cơ bản,,608,608,,,608.0,608.0
c,VỐN CHỦ SỞ HỮU > c,c,Thặng dư vốn cổ phần,,400.000,400.000,,,400000.0,400000.0
d,VỐN CHỦ SỞ HỮU > d,d,Cổ phiếu quỹ,,(1.040.655),(270.730),,,-1040655.0,-270730.0
2,VỐN CHỦ SỞ HỮU > 2,2,Các quỹ của TCTD,,703.330,684.054,,,703330.0,684054.0
3,VỐN CHỦ SỞ HỮU > 3,3,Lợi nhuận chưa phân phối,,2.006.871,1.158.010,,,2006871.0,1158010.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,13.820.154,13.721.942,,,13820154.0,13721942.0
TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỞ HỮU,137.768.688,112.238.978,,,137768688.0,112238978.0
