row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,%,31/12/2017Triệu VND,%_1,numeric__31/12/2018Triệu VND,numeric__%,numeric__31/12/2017Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Doanh nghiệp Nhà nước,Cho vay các TCKT > Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,1.461.032,"3,00%",867.759,"2,40%",1461032.0,0.03,867759.0,0.024
Công ty Trách nhiệm hữu hạn Nhà nước,Cho vay các TCKT > Công ty Trách nhiệm hữu hạn Nhà nước,Công ty Trách nhiệm hữu hạn Nhà nước,971.289,"1,99%",300.808,"0,83%",971289.0,0.0199,300808.0,0.0083
Công ty Trách nhiệm hữu hạn Tư nhân,Cho vay các TCKT > Công ty Trách nhiệm hữu hạn Tư nhân,Công ty Trách nhiệm hữu hạn Tư nhân,10.185.532,"20,89%",7.640.889,"21,10%",10185532.0,0.2089,7640889.0,0.21100000000000002
Công ty cổ phần Nhà nước,Cho vay các TCKT > Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,107.686,"0,22%",26.810,"0,07%",107686.0,0.0022,26810.0,0.0007000000000000001
Công ty cổ phần khác,Cho vay các TCKT > Công ty cổ phần khác,Công ty cổ phần khác,23.011.845,"47,19%",17.249.253,"47,63%",23011845.0,0.4719,17249253.0,0.4763
Doanh nghiệp tư nhân,Cho vay các TCKT > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,163.402,"0,34%",179.695,"0,50%",163402.0,0.0034000000000000002,179695.0,0.005
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các TCKT > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,301.593,"0,62%",225.648,"0,62%",301593.0,0.0062,225648.0,0.0062
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
Cá nhân,Cho vay cá nhân > Cá nhân,Cá nhân,12.559.864,"25,76%",9.721.841,"26,85%",12559864.0,0.2576,9721841.0,0.2685
,,,48.762.243,"100,00%",36.212.703,"100,00%",48762243.0,1.0,36212703.0,1.0
