row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.062.920.177.106,1.056.001.026.219,1062920177106.0,1056001026219.0
"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(1.017.218.041.662),(909.942.388.479),-1017218041662.0,-909942388479.0
- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,(45.941.900.000),(1.412.850.000),-45941900000.0,-1412850000.0
- Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,(3.207.919),(20.492.241),-3207919.0,-20492241.0
Các khoản điều chỉnh tăng:- Chênh lệch tạm thời chi phí dự phòng tài chính,Các khoản điều chỉnh tăng:- Chênh lệch tạm thời chi phí dự phòng tài chính,Các khoản điều chỉnh tăng:- Chênh lệch tạm thời chi phí dự phòng tài chính,18.941.900.000,18.941.900.000,18941900000.0,18941900000.0
- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,9.568.791.326,1.727.655.571,9568791326.0,1727655571.0
Thu nhập chịu thuế uốc tính trong năm,Thu nhập chịu thuế uốc tính trong năm,Thu nhập chịu thuế uốc tính trong năm,28.267.718.851,165.294.851.070,28267718851.0,165294851070.0
Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế TNDN phải trả uốc tính trên thu nhập chịu thuế,Thuế TNDN phải trả uốc tính trên thu nhập chịu thuế,Thuế TNDN phải trả uốc tính trên thu nhập chịu thuế,5.653.543.770,33.058.970.214,5653543770.0,33058970214.0
Điều chỉnh thuế phải trả các năm trước,Điều chỉnh thuế phải trả các năm trước,Điều chỉnh thuế phải trả các năm trước,-,249.536.075,,249536075.0
Thuế TNDN phải trả uốc tính trong năm,Thuế TNDN phải trả uốc tính trong năm,Thuế TNDN phải trả uốc tính trong năm,5.653.543.770,33.308.506.289,5653543770.0,33308506289.0
Thuế TNDN phải trả/(có thể thu hồi) đầu năm,Thuế TNDN phải trả/(có thể thu hồi) đầu năm,Thuế TNDN phải trả/(có thể thu hồi) đầu năm,6.571.913.708,(10.787.056.506),6571913708.0,-10787056506.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(14.500.000.000),(15.949.536.075),-14500000000.0,-15949536075.0
Thuế TNDN (có thể thu hồi)/phải trả cuối năm,Thuế TNDN (có thể thu hồi)/phải trả cuối năm,Thuế TNDN (có thể thu hồi)/phải trả cuối năm,(2.274.542.522),6.571.913.708,-2274542522.0,6571913708.0
