row_label_raw,row_label_full,col_0,Chưa quá hạn và không giảm giá trị,Quá hạn nhưng không giảm giá trị riêng lẻ,Bị giảm giá trị riêng lẻ (*),Đơn vị tính: VND Tổng cộng,numeric__Chưa quá hạn và không giảm giá trị,numeric__Quá hạn nhưng không giảm giá trị riêng lẻ,numeric__Bị giảm giá trị riêng lẻ (*),numeric__Đơn vị tính: VND Tổng cộng
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,48.041.832.242,-,-,48.041.832.242,48041832242.0,,,48041832242.0
Đầu tư nấm giữ đến ngày đáo hạn,Đầu tư nấm giữ đến ngày đáo hạn,Đầu tư nấm giữ đến ngày đáo hạn,1.992.689.198.706,-,18.941.900.000,2.011.631.098.706,1992689198706.0,,18941900000.0,2011631098706.0
- Hợp đồng tiến gửi,- Hợp đồng tiến gửi,- Hợp đồng tiến gửi,694.805.441.098,-,-,694.805.441.098,694805441098.0,,,694805441098.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,1.297.883.757.608,-,18.941.900.000,1.316.825.657.608,1297883757608.0,,18941900000.0,1316825657608.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,931.367.356.630,-,-,931.367.356.630,931367356630.0,,,931367356630.0
- Phải thu cổ tức và lợi nhuận,- Phải thu cổ tức và lợi nhuận,- Phải thu cổ tức và lợi nhuận,867.418.632.402,-,-,867.418.632.402,867418632402.0,,,867418632402.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,63.948.724.228,-,-,63.948.724.228,63948724228.0,,,63948724228.0
Tổng,Tổng,Tổng,2.972.098.387.578,-,18.941.900.000,2.991.040.287.578,2972098387578.0,,18941900000.0,2991040287578.0
