row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2017,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2018,numeric__Ngày 31 tháng 12 năm 2017
300,300,300,C. NỘ PHẢI TRẢ,,294.242.463.638,419.640.064.779,,,294242463638.0,419640064779.0
310,310,310,I. Nợ ngắn hạn,,148.542.463.638,419.640.064.779,,,148542463638.0,419640064779.0
311,311,311,1. Phải trả người bán ngắn hạn,,11.949.020.633,22.167.073.238,,,11949020633.0,22167073238.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,158.685.912,-,,,158685912.0,
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,13,3.720.273.499,9.509.125.500,,13.0,3720273499.0,9509125500.0
314,314,314,4. Phải trả người lao động,14,39.233.370.236,39.437.134.739,,14.0,39233370236.0,39437134739.0
315,315,315,5. Chi phí phải trả ngắn hạn,,5.484.082.163,2.860.692.010,,,5484082163.0,2860692010.0
319,319,319,6. Phải trả ngắn hạn khác,15,69.223.817.653,63.129.393.765,,15.0,69223817653.0,63129393765.0
322,322,322,"7. Quỹ khen thưởng, phúc lợi",16,18.773.213.542,26.828.496.403,,16.0,18773213542.0,26828496403.0
324,324,324,8. Giao dịch mua bán lại trái phiếu Chính phủ,17,-,255.708.149.124,,17.0,,255708149124.0
330,330,330,II. Nợ dài hạn,,145.700.000.000,-,,,145700000000.0,
338,338,338,1. Vay và nợ thuê tài chính dài hạn,18,145.700.000.000,-,,18.0,145700000000.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,13.473.331.275.030,12.439.943.484.742,,,13473331275030.0,12439943484742.0
410,410,410,I. Vốn chủ sở hữu,19,13.473.331.275.030,12.439.943.484.742,,19.0,13473331275030.0,12439943484742.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.008.864.340.000,6.804.714.340.000,,,7008864340000.0,6804714340000.0
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,7.008.864.340.000,6.804.714.340.000,,,7008864340000.0,6804714340000.0
412,412,412,2. Thắng dư vốn cổ phần,,3.713.080.881.197,3.184.332.381.197,,,3713080881197.0,3184332381197.0
418,418,418,3. Quỹ đầu tư phát triển,,569.685.816.478,415.756.066.988,,,569685816478.0,415756066988.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,2.181.700.237.355,2.035.140.696.557,,,2181700237355.0,2035140696557.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.132.068.104.020,1.011.203.585.675,,,1132068104020.0,1011203585675.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.049.632.133.335,1.023.937.110.882,,,1049632133335.0,1023937110882.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,13.767.573.738.668,12.859.583.549.521,,,13767573738668.0,12859583549521.0
