row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017
01,01,01,1. Doanh thu hoạt động kinh doanh,20,1.508.072.748.753,1.383.636.241.306,,20.0,1508072748753.0,1383636241306.0
11,11,11,2. Chi phí hoạt động kinh doanh,21,(235.315.388.773),(101.915.149.137),,21.0,-235315388773.0,-101915149137.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.272.757.359.980,1.281.721.092.169,,,1272757359980.0,1281721092169.0
26,26,26,4. Chi phí quản lý doanh nghiệp,22,(209.822.581.737),(226.266.896.969),,22.0,-209822581737.0,-226266896969.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.062.934.778.243,1.055.454.195.200,,,1062934778243.0,1055454195200.0
31,31,31,6. Thu nhập khác,,349.288.308,941.933.227,,,349288308.0,941933227.0
32,32,32,7. Chi phí khác,,(363.889.445),(395.102.208),,,-363889445.0,-395102208.0
40,40,40,8. Lợi nhuận/(lỗ) khác,,(14.601.137),546.831.019,,,-14601137.0,546831019.0
50,50,50,9. Tổng lợi nhuận trước thuế,,1.062.920.177.106,1.056.001.026.219,,,1062920177106.0,1056001026219.0
51,51,51,10. Chi phí thuế TNDN hiện hành,23.1,(5.653.543.770),(33.308.506.289),,231.0,-5653543770.0,-33308506289.0
52,52,52,11. (Chi phí)/Thu nhập thuế TNDN hoãn lại,23.2,(5.400.000.000),3.505.810.000,,232.0,-5400000000.0,3505810000.0
60,60,60,12. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.051.866.633.336,1.026.198.329.930,,,1051866633336.0,1026198329930.0
