row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Tổng cộng VND
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,
Ngày 01 tháng 01 năm 2018,Nguyên giá: > Ngày 01 tháng 01 năm 2018,Ngày 01 tháng 01 năm 2018,63.135.267.200,96.612.795.892,159.748.063.092,63135267200.0,96612795892.0,159748063092.0
- Tăng trong năm,Nguyên giá: > - Tăng trong năm,- Tăng trong năm,-,2.873.413.545,2.873.413.545,,2873413545.0,2873413545.0
- Điều chỉnh theo quyết toán,Nguyên giá: > - Điều chỉnh theo quyết toán,- Điều chỉnh theo quyết toán,-,(1.132.128.263),(1.132.128.263),,-1132128263.0,-1132128263.0
- Thanh lý trong năm,Nguyên giá: > - Thanh lý trong năm,- Thanh lý trong năm,-,(2.246.095.675),(2.246.095.675),,-2246095675.0,-2246095675.0
Ngày 31 tháng 12 năm 2018,Nguyên giá: > Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,63.135.267.200,96.107.985.499,159.243.252.699,63135267200.0,96107985499.0,159243252699.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Đã hết khấu hao,Trong đó: > Đã hết khấu hao,Đã hết khấu hao,-,57.107.891.181,57.107.891.181,,57107891181.0,57107891181.0
Không sử dụng,Trong đó: > Không sử dụng,Không sử dụng,-,360.830.000,360.830.000,,360830000.0,360830000.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,
Ngày 01 tháng 01 năm 2018,Giá trị hao mòn lũy kế: > Ngày 01 tháng 01 năm 2018,Ngày 01 tháng 01 năm 2018,24.137.449.289,65.791.610.104,89.929.059.393,24137449289.0,65791610104.0,89929059393.0
- Hao mòn trong năm,Giá trị hao mòn lũy kế: > - Hao mòn trong năm,- Hao mòn trong năm,1.708.119.864,8.065.867.404,9.773.987.268,1708119864.0,8065867404.0,9773987268.0
- Điều chỉnh theo quyết toán,Giá trị hao mòn lũy kế: > - Điều chỉnh theo quyết toán,- Điều chỉnh theo quyết toán,-,(1.037.258.186),(1.037.258.186),,-1037258186.0,-1037258186.0
- Thanh lý trong năm,Giá trị hao mòn lũy kế: > - Thanh lý trong năm,- Thanh lý trong năm,-,(2.246.095.675),(2.246.095.675),,-2246095675.0,-2246095675.0
Ngày 31 tháng 12 năm 2018,Giá trị hao mòn lũy kế: > Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,25.845.569.153,70.574.123.647,96.419.692.800,25845569153.0,70574123647.0,96419692800.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Ngày 01 tháng 01 năm 2018,Giá trị còn lại: > Ngày 01 tháng 01 năm 2018,Ngày 01 tháng 01 năm 2018,38.997.817.911,30.821.185.788,69.819.003.699,38997817911.0,30821185788.0,69819003699.0
Ngày 31 tháng 12 năm 2018,Giá trị còn lại: > Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,37.289.698.047,25.533.861.852,62.823.559.899,37289698047.0,25533861852.0,62823559899.0
