row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Ngày 31 tháng 12năm 2018VND,Ngày 31 tháng 12năm 2017VND,numeric__Phải thu/(phải trả),numeric__Ngày 31 tháng 12năm 2018VND,numeric__Ngày 31 tháng 12năm 2017VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu về lợi nhuận,777.100.000.000,374.422.393.957,,777100000000.0,374422393957.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu chi phí CNTT,23.785.177.225,16.872.178.775,,23785177225.0,16872178775.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu từ phân bổ chi phí,3.993.884.440,4.937.925.904,,3993884440.0,4937925904.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả hoạt động đầu tư,,(2.284.092.000),,,-2284092000.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả tiền đặt cọc thuêvăn phòng,,(779.576.389),,,-779576389.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả khoản An sinh xãhội,(5.483.992.367),(3.401.154.000),,-5483992367.0,-3401154000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu về lợi nhuận,571.797.302,571.797.302,,571797302.0,571797302.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu chi phí CNTT,19.429.726.898,14.309.008.953,,19429726898.0,14309008953.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu từ phân bổ chi phí,3.993.884.440,4.937.925.904,,3993884440.0,4937925904.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu khoản An sinh xãhội,5.468.912.180,2.249.307.600,,5468912180.0,2249307600.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả tiền đặt cọc thuêvăn phòng,,(927.297.504),,,-927297504.0
BVF,Công ty con > BVF,BVF,Phải thu về lợi nhuận,16.400.000.000,13.741.902.194,,16400000000.0,13741902194.0
BVF,Công ty con > BVF,BVF,Phải thu chi phí CNTT,557.912.057,873.230.105,,557912057.0,873230105.0
BVF,Công ty con > BVF,BVF,Phải trả tiền đặt cọc thuêvăn phòng,,(60.160.860),,,-60160860.0
BVF,Công ty con > BVF,BVF,(Phải trả)/Phải thu khoản Ansinh xã hội,(609.332.485),374.884.600,,-609332485.0,374884600.0
BVSC,Công ty con > BVSC,BVSC,Tiền gửi giao dịch chứngkhoán,675.277.814,3.041.947.922,,675277814.0,3041947922.0
BVSC,Công ty con > BVSC,BVSC,Phải thu chi phí CNTT,627.101.414,1.765.685.213,,627101414.0,1765685213.0
BVSC,Công ty con > BVSC,BVSC,Phải thu cổ tức,30.296.835.100,-,,30296835100.0,
BVSC,Công ty con > BVSC,BVSC,Phải thu khác,50.000.000,-,,50000000.0,
BVSC,Công ty con > BVSC,BVSC,Phải trả tiền đặt cọc thuêvăn phòng,,(603.096.640),,,-603096640.0
BVSC,Công ty con > BVSC,BVSC,Phải trả khác,(88.000.000),-,,-88000000.0,
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu chi phí CNTT,61.221.274,212.347.846,,61221274.0,212347846.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu tiền cho thuê vặnphòng và phí giữ xe,4.017.064.703,3.305.560.152,,4017064703.0,3305560152.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu khác,208.206.590,208.206.590,,208206590.0,208206590.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải trả phí quản lý tỏa nhàvà thủ lao ủy thác,(2.962.275.680),(3.771.355.966),,-2962275680.0,-3771355966.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải trả tiền đặt cọc thuêvăn phòng,(12.676.632.921),-,,-12676632921.0,
BVInvest,Công ty con > BVInvest,BVInvest,Phải trả khác,(2.605.289.618),(1.542.741.411),,-2605289618.0,-1542741411.0
