row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2017VND
Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,1.270.191.380.529,1.184.613.351.522,1270191380529.0,1184613351522.0
- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,1.533.079.800,870.129.184,1533079800.0,870129184.0
- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,74.376.914.010,94.341.635.960,74376914010.0,94341635960.0
- Lãi trái phiếu,- Lãi trái phiếu,- Lãi trái phiếu,113.684.051.930,119.438.705.658,113684051930.0,119438705658.0
- Cổ tức và lợi nhuận được chia,- Cổ tức và lợi nhuận được chia,- Cổ tức và lợi nhuận được chia,1.017.218.041.662,909.942.388.479,1017218041662.0,909942388479.0
- Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,- Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,- Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,3.207.919,20.492.241,3207919.0,20492241.0
- Lãi đầu tư chứng khoán,- Lãi đầu tư chứng khoán,- Lãi đầu tư chứng khoán,63.376.085.208,60.000.000.000,63376085208.0,60000000000.0
Dịch vụ đào tạo,Dịch vụ đào tạo,Dịch vụ đào tạo,6.834.187.554,4.723.489.572,6834187554.0,4723489572.0
Cho thuê văn phòng,Cho thuê văn phòng,Cho thuê văn phòng,64.872.225.031,67.815.343.861,64872225031.0,67815343861.0
Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,166.174.955.639,126.484.056.351,166174955639.0,126484056351.0
,,,1.508.072.748.753,1.383.636.241.306,1508072748753.0,1383636241306.0
